,penguin,duck,bird,owl,butterfly,fish,frog,rooster,pig,alligator,bear,deer,elephant,giraffe,zebra,pony,horse,dog,cat,toe,foot,ankle,finger,hand,arm,leg,hair,ear,eye,face,nose,mouth,tooth,shower,bathtub,sink,refrigerator,oven,couch,bed,closet,drawer,door,window,stroller,crib,bench,table,chair,lamp,car,motorcycle,tricycle,boat,helicopter,firetruck,truck,snow,tree,grass,sprinkler,hose,slide,swing,ladder,chips,cracker,cookie,muffin,pastry,bread,toast,sandwich,hamburger,meat,pasta,pizza,sauce,soup,applesauce,raisin,pickle,milk,egg,corn,carrot,potato,banana,orange,strawberry,melon,apple,pumpkin,flower,plant,glasses,book,pen,pencil,crayon,spoon,fork,knife,scissors,toothbrush,comb,vacuum,mop,broom,shovel,nail,stick,rock,coffee,cup,bowl,dish,plate,glass,jar,bottle,bucket,can,basket,tray,box,paper,napkin,towel,blanket,pillow,gum,soap,tape,ball,balloon,dress,pajamas,shirt,jacket,coat,sweater,scarf,pants,shorts,jeans,glove,mitten,sock,slipper,shoe,toy,doll,necklace,bib,purse,belt,hat,watch,clock,radio,game,cloud
jacket,-0.07250807,-0.06939208,-0.11963311,-0.1197221,-0.087084025,-0.022686074,-0.07026075,-0.17931135,-0.12564176,-0.074947216,-0.07122785,-0.09338166,-0.048602566,-0.10230796,-0.07510893,-0.06921032,0.0049453676,-0.052463554,-0.07089113,-0.12975036,-0.18841702,-0.15211314,-0.07874365,-0.06845233,-0.11439949,-0.033573747,0.124713115,0.023492089,-0.041913643,-0.055407256,-0.08289225,-0.04902421,-0.026989944,0.048625335,0.005006153,-0.036888175,-0.029105831,-0.044117786,0.19293417,0.11365349,0.2052991,-0.00079385145,-0.030656688,-0.017172929,0.18129124,0.07084573,-0.030600639,0.10243027,0.13344888,0.097851425,0.022707678,0.22893903,0.10205211,0.016146012,0.041807562,-0.020801235,0.009806968,-0.0022912808,-0.08070448,-0.17858571,-0.12998447,0.026481245,-0.035480216,-0.07231232,-0.059305724,-0.13899739,-0.15609755,-0.11582239,-0.13515587,-0.046427194,-0.12793854,-0.15485756,-0.048325777,-0.038916178,-0.12630427,-0.08607087,0.005861516,0.049495153,-0.05862999,-0.12756458,-0.15509577,-0.14393756,-0.13532692,-0.19818422,-0.22541113,-0.24355097,-0.14617592,-0.1725946,-0.1360856,-0.13243386,-0.16585839,-0.12103979,-0.11565613,-0.10710745,-0.09462494,0.16064148,-0.13348028,0.046985358,-0.059482858,-0.03264327,-0.13781273,-0.10886948,0.027711613,-0.045335278,-0.0726499,-0.027414646,-0.024120318,-0.14327222,-0.1455073,-0.12043625,-0.07978532,-0.11706659,-0.10023002,-0.114782155,-0.085566096,-0.061475597,-0.057727505,-0.077873945,-0.05056901,-0.029442064,0.03705342,-0.073425815,-0.12816396,0.046831556,0.058385253,0.00044235121,-0.006012719,0.06333424,0.120324835,0.2745693,0.108925626,-0.075459406,-0.09803378,-0.08694464,-0.07794311,0.0001440905,0.42391425,0.4712457,0.68242294,1.0,0.61307895,0.4385504,0.3196689,0.477212,0.4161784,0.38599467,0.34011626,0.05982428,0.025559891,0.2160976,0.26380214,0.029567033,0.085653484,0.20854625,0.14870818,0.43363583,0.27185756,0.33904362,0.2526518,0.05940678,0.024519548,0.0019681118,-0.077565394
coat,-0.003870324,-0.0779577,-0.06880734,-0.05380621,-0.13530304,-0.035685264,0.00021816045,-0.13619536,-0.07691596,-0.036963217,-0.050841264,0.015554695,-0.021333653,-0.053306326,-0.07767421,-0.042890318,0.038496714,0.06628268,0.021572918,-0.0057165376,-0.05839967,-0.028209414,-0.03325248,-0.030438464,0.031802177,0.18709281,0.19086535,0.060845435,0.10255718,0.04543585,0.010110827,0.0023066774,-0.0010920186,-0.024228485,-0.015666306,-0.08091378,-0.041290116,-0.045997594,0.151621,0.090966955,0.16322944,-0.013865039,0.04604872,-0.01464686,0.0811934,0.035386525,-0.021519901,0.016558083,0.024270294,-0.022736734,-0.037530858,0.08309823,-0.0010996284,0.0152229555,0.015209546,0.0017316691,0.006253396,0.038071826,0.0016408786,-0.095763125,-0.11597796,-0.044151325,-0.06383216,-0.0743116,-0.026893646,-0.14920196,-0.13279757,-0.0586401,-0.08737197,-0.073376834,-0.12113249,-0.14661509,-0.022507211,-0.022335593,-0.08094105,-0.08235795,-0.044606533,0.015273146,-0.024918698,-0.086655736,-0.17842919,-0.10465908,-0.1702057,-0.1553438,-0.17972165,-0.15449448,-0.107404,-0.12005344,-0.09623793,-0.13720873,-0.13473137,-0.066563495,-0.073300116,-0.0791114,-0.07795203,0.13685462,-0.04818075,0.0012552086,-0.13323663,-0.06537338,-0.1691501,-0.19797188,-0.03319151,-0.06743545,-0.11187491,-0.119427845,0.01783917,-0.081702076,-0.11433688,-0.1392282,-0.11712907,-0.07993618,-0.16869572,-0.08614368,-0.06783747,-0.09767518,-0.06942284,-0.14915402,-0.16170786,-0.076363236,-0.11724415,-0.10696694,-0.13837227,-0.008017951,-0.0050845947,-0.026317783,-0.039846033,-0.03183224,0.052588165,0.23388928,0.007412983,-0.13969834,-0.14098135,-0.098665684,-0.13815449,-0.013082892,0.42561096,0.42648005,0.4479918,0.61307895,0.99999994,0.52993107,0.45041144,0.50507575,0.382079,0.35746962,0.19727285,0.019773375,0.051934827,0.17375112,0.12529935,-0.036846116,0.13582571,0.105062455,0.061563924,0.33388436,0.21312524,0.32058263,0.15894492,0.029942308,0.012690262,0.008039402,0.021476014
sweater,-0.044844877,-0.035779923,-0.087128766,-0.06271286,-0.1249336,-0.00042795576,-0.091651216,-0.09644166,-0.06541448,-0.044475034,-0.057206545,-0.070478044,-0.06836764,-0.08239911,-0.066128045,-0.012598006,-0.016687855,0.034403265,0.040705737,0.025119118,-0.062170897,-0.004781153,-0.022282356,-0.025659902,0.060260665,0.14501931,0.2175207,0.03681248,0.06869548,0.07025885,0.018294135,0.06005731,-0.03478346,-0.065748364,-0.013013723,-0.053304806,-0.16098987,-0.12280379,0.13698605,0.043110408,0.04905128,-0.07387281,-0.007171603,-0.070274755,0.00893423,-0.010896493,-0.015018608,0.01939904,0.015034333,0.02234634,0.061338667,-0.016406815,-0.026258543,-0.018678807,-0.08018389,-0.0043827407,-0.039267875,0.05718749,-0.09691772,-0.17457262,-0.0935114,-0.0047018453,-0.10491428,-0.06557702,-0.09893752,-0.12909311,-0.08624457,-0.01740838,-0.03239015,-0.061697416,-0.069821656,-0.13475342,-0.009797594,-0.009126289,-0.10798651,-0.05300797,-0.048761792,0.003559187,0.07568294,-0.030733798,-0.15113355,-0.136056,-0.03428392,-0.12685809,-0.067891814,-0.15425317,-0.13017148,-0.1532072,-0.16319692,-0.10043853,-0.08500633,-0.20616889,-0.043956183,-0.041288964,-0.13560967,0.10418366,-0.10874938,-0.038669385,-0.10251896,-0.058896262,-0.17158608,-0.19282284,-0.10032794,-0.14967528,-0.08408956,-0.034632463,-0.07903179,-0.08947475,-0.10680502,-0.18456972,-0.16471386,-0.12674221,-0.12898557,-0.0008472707,0.045896865,0.029192336,-0.037643366,-0.043122906,-0.0437737,-0.055622578,-0.099475,-0.16836545,-0.18861274,0.08570437,0.0016487222,-0.11318931,-0.09933834,0.02685371,0.13746502,0.40432778,0.09644492,-0.08165094,-0.063597366,-0.068079896,-0.06983243,-0.07195085,0.35557973,0.42516515,0.4073614,0.4385504,0.52993107,1.0000001,0.6077576,0.48242745,0.3974614,0.38374013,0.15636759,0.30260438,0.34151196,0.17874692,0.07249676,-0.0047751106,0.12590167,0.19251746,0.16348374,0.24576181,0.22505452,0.22945818,0.09224402,-0.11511929,-0.036380395,-0.028312363,-0.05304283
scarf,-0.014202928,-0.040727567,-0.052498832,-0.07537436,-0.12198924,-0.025003284,-0.092968896,-0.1249622,-0.10619883,-0.12157213,-0.12410447,-0.08775692,-0.11560102,-0.09713355,-0.094127186,-0.08873419,-0.028649254,0.07278843,0.0027403454,0.0005596336,-0.08148767,-0.04026408,-0.10342808,-0.08146547,-0.013110688,0.045330584,0.19699717,0.06753725,0.04522419,0.04293114,0.013732595,0.032520786,-0.06788756,-0.078443594,-0.049413674,-0.035841316,-0.12527892,0.00085198577,0.08381651,0.011187149,0.028433528,-0.05544065,-0.034320317,0.006246078,0.017622981,-0.0011668559,0.053169467,0.026254537,-0.002199784,0.043121688,-0.003958976,0.037178732,-0.082213655,-0.06173123,-0.082950994,-0.017317133,-0.05373128,0.050165627,-0.120471805,-0.13111827,-0.033820614,0.116151184,-0.06579092,-0.021711383,-0.13279006,-0.07009661,-0.11242905,-0.055063095,-0.069084905,-0.00092733675,-0.005514836,-0.19480906,-0.049339656,0.003430359,-0.073972315,-0.053207505,-0.07840465,0.025710437,0.10970411,-0.05292597,-0.065059364,-0.12550513,-0.12500748,-0.16258542,-0.050757788,-0.11507861,-0.12207587,-0.18855087,-0.15047714,-0.1342723,-0.08592205,-0.16694495,-0.0026708664,-0.017409448,-0.1562943,0.13418868,-0.07835156,-0.08177722,-0.09172134,-0.029693335,-0.14243832,-0.15071633,-0.053846717,-0.07625733,-0.08049638,-0.0028257156,-0.03772937,-0.09337192,-0.114379,-0.18299243,-0.11464687,-0.16432375,-0.1487947,0.047765236,0.14683218,0.0839555,0.0133278,-0.019076146,-0.052809734,-0.06703049,-0.056220263,-0.1889244,-0.13289508,0.12676062,0.032821137,-0.0938441,-0.13856566,0.13929893,0.2014833,0.5317783,0.19917205,-0.09182577,-0.110722676,-0.025375342,-0.06555022,-0.028677601,0.3270071,0.29943234,0.18684481,0.3196689,0.45041144,0.6077576,1.0,0.32156867,0.22083661,0.23525739,0.24047408,0.3942083,0.36459613,0.15736273,0.0028824732,-0.019427337,0.15159178,0.29637703,0.21393636,0.29788452,0.17243701,0.23111582,0.07441106,-0.057327777,0.0041047046,-0.010390112,-0.04939305
pants,-0.10606336,-0.08497874,-0.09875319,-0.13960472,-0.09399215,-0.072840974,-0.052466013,-0.11363867,-0.10550083,-0.059564486,-0.06438226,-0.026266273,-0.00716812,-0.049826924,-0.052364673,-0.032270037,0.0185012,0.010578357,-0.022342646,0.031019542,0.03183198,0.061983697,-0.09849096,-0.098996654,0.083913,0.22753386,0.05235649,0.015685713,0.05170086,-0.027377125,-0.05134868,0.017985553,-0.013827005,-0.018939113,-0.0016770309,-0.008846463,-0.018287241,-0.026275825,0.15133783,0.13032298,0.12800066,-0.06529757,0.01250946,-0.049057722,0.14581016,0.1111074,-0.008926358,0.05941511,0.0597521,-0.04922307,-0.025925957,0.027142838,-0.010306209,-0.031476833,-0.02066099,0.06719178,0.05440712,-0.096275195,-0.040539157,-0.07120358,-0.08322376,0.014717137,-0.011877108,-0.060759917,-0.055784747,-0.10955093,-0.13581783,-0.07989851,-0.07047801,-0.07239163,-0.15463719,-0.15527657,-0.027682532,-0.0065627582,-0.12407546,-0.0726701,-0.027962996,-0.056133583,-0.016307494,-0.07283614,-0.109427065,-0.09331208,-0.15142153,-0.20902258,-0.11041906,-0.020921953,-0.092817515,-0.1166091,-0.09528792,-0.076158196,-0.08071816,-0.08872682,-0.09330263,-0.072567165,-0.044405308,0.18578953,-0.13388652,-0.012455083,-0.078142226,-0.06298448,-0.11257397,-0.11998199,-0.012318849,-0.06880379,-0.079419434,-0.09688993,-0.036535107,-0.18413761,-0.22411956,-0.14399523,-0.06719829,-0.1007447,-0.16660254,-0.06912919,-0.007391352,-0.06649049,-0.07403956,-0.08177391,-0.029509544,-0.11008626,-0.16088115,-0.12441917,-0.059489418,-0.035543382,0.0034383545,-0.038702622,-0.052499153,0.1263603,0.1161768,0.20130844,0.13082986,-0.10785176,-0.23273635,-0.060558982,-0.11493455,-0.066961914,0.31148404,0.4991735,0.4326316,0.477212,0.50507575,0.48242745,0.32156867,1.0000002,0.69333553,0.6308933,0.18201314,0.037311867,0.20364897,0.26529467,0.18791652,-0.050338548,-0.0077334736,0.047946807,0.044513274,0.24765691,0.40718657,0.16433825,0.13605306,-0.08303737,-0.0432937,-0.114764065,-0.055724435
shorts,-0.12248227,-0.16399714,-0.12823822,-0.14592323,-0.13067338,-0.07596307,-0.12278973,-0.10788563,-0.04293595,-0.102011904,-0.08195011,-0.048018463,0.003963118,-0.12278697,-0.12286996,-0.034186155,-0.057841226,-0.043128833,-0.091403,0.13012423,0.13604829,0.14380457,-0.05924305,-0.06707734,0.17948385,0.39164793,0.08058293,0.04860381,0.09074572,0.002029078,0.02582487,0.09136554,0.05003366,-0.0034424313,-0.03867609,-0.067840785,-0.03280495,-0.029706884,0.11615103,0.06477055,0.1108103,-0.0031517032,0.0020150505,-0.02585157,0.112357035,0.09003774,0.0446604,0.07284689,0.033209197,-0.05987276,-0.10515699,0.027447864,0.027957238,-0.023194171,-0.03237013,-0.0014299015,0.034335166,-0.0033120513,-0.07881467,-0.051974017,-0.07548754,-0.05327279,-0.009466272,-0.038463205,-0.049665082,-0.14412257,-0.10900682,-0.04610325,-0.012145542,-0.046108086,-0.16366278,-0.15061474,-0.046909895,-0.007086561,-0.06514382,-0.067353375,-0.035066005,-0.012937136,-0.08091679,-0.09263499,-0.15062775,-0.048009783,-0.17126833,-0.15912649,-0.14700086,-0.070391156,-0.0822653,-0.13072512,-0.08779933,-0.054629307,-0.09925352,-0.1333198,-0.07019626,-0.1440153,-0.07999961,0.18897852,-0.10233986,0.015389018,-0.041262418,-0.008802053,-0.18536353,-0.14648117,-0.018832654,-0.06894273,-0.08385399,-0.0807198,-0.10752529,-0.17900059,-0.19024861,-0.13623504,-0.07101984,-0.06788,-0.13152342,-0.1561979,-0.15339483,-0.12628335,-0.119554505,-0.1667336,-0.04685487,-0.05576574,-0.11323897,-0.04392444,-0.028331112,0.052161697,-0.0056573907,0.0066233343,-0.012723689,0.064495176,0.09788929,0.18175137,0.054861754,-0.067822486,-0.14921683,-0.04609387,-0.070909366,-0.074357666,0.29165238,0.44289365,0.38817632,0.4161784,0.382079,0.3974614,0.22083661,0.69333553,0.9999995,0.64411604,0.1252698,0.11575167,0.21148922,0.2540341,0.18698864,-0.008840289,0.03833271,0.089045614,0.14546949,0.2760506,0.4251254,0.2084101,0.12609792,-0.024640424,-0.0040299185,-0.061061934,-0.040191237
jeans,-0.07238454,-0.11809185,-0.15249974,-0.11134717,-0.14068133,-0.08146537,-0.14434265,-0.09808519,-0.039741475,-0.11906661,-0.0832874,-0.0874034,-0.0013717031,-0.10696924,-0.0919123,-0.0004263334,0.02337414,-0.0051968186,-0.00042865548,0.14850043,0.14268097,0.15115193,0.0070070536,-0.012651905,0.10081084,0.3196572,0.16815428,0.071520746,0.07793663,-0.042017344,-0.04560692,0.03290735,0.0442526,-0.049728893,-0.038519636,-0.08043271,-0.040662244,-0.05686423,0.13950458,0.053930335,0.09017994,-0.05888579,-0.030325942,-0.087323606,0.03846951,0.019004334,-0.01714176,0.047088463,0.051331647,-0.08413554,-0.08604932,0.08647921,-0.015457908,-0.07217406,-0.063656196,0.07312424,0.07425449,-0.056576915,-0.10607597,-0.050856262,-0.10905564,-0.07924499,-0.031549886,-0.047736123,-0.06462933,-0.0648323,-0.12399651,-0.07189026,-0.030494671,-0.09530979,-0.06307254,-0.120641455,-0.011671608,-0.025798619,-0.0844022,-0.08510895,-0.008852776,0.00407888,-0.06953457,-0.08330962,-0.079037264,-0.08804316,-0.16400954,-0.1787058,-0.05153962,-0.02342024,-0.048427977,-0.06863904,-0.08060934,-0.08245209,-0.0631536,-0.10510546,-0.013766324,-0.12090987,-0.04226446,0.23811407,-0.0339928,0.0035540587,-0.069765076,-0.06802482,-0.12590307,-0.07931499,0.0413389,-0.02519841,-0.030656248,0.008277036,-0.028912988,-0.14433284,-0.1746061,-0.15028301,-0.066851795,-0.09455675,-0.16049689,-0.1274041,-0.13622081,-0.10385948,-0.1103528,-0.11090934,-0.11739835,-0.06257966,-0.117908075,-0.1333858,-0.049573146,-0.069282025,-0.06059676,-0.064231746,-0.05907289,0.06349279,0.12983988,0.14196014,0.022291241,-0.093473695,-0.13772321,-0.09628787,-0.11746791,-0.08516718,0.2779892,0.3692084,0.38784552,0.38599467,0.35746962,0.38374013,0.23525739,0.6308933,0.64411604,0.99999976,0.11447082,0.08697141,0.19244072,0.22367984,0.2915793,-0.006305974,0.06536171,0.094048254,0.039720643,0.24827626,0.3662361,0.20090127,0.18346632,-0.020787051,-0.022949047,-0.11034548,-0.06434043
glove,-0.1074356,-0.10350482,-0.15351796,-0.12014073,-0.061235074,-0.10199277,-0.07576927,-0.10241291,-0.11510956,-0.003770345,-0.07104275,-0.16684851,-0.09409367,-0.14136206,-0.123501316,-0.15791188,-0.103111595,-0.065718524,-0.12813735,0.09426661,0.09940835,0.107959725,0.17132738,0.38695398,0.10461085,0.0011742599,0.013815567,0.07100768,0.05328902,-0.017320989,-0.061095417,-0.075888306,-0.016836137,-0.044119492,-0.077760056,-0.08440726,-0.06901847,-0.046016954,0.041451152,-0.055433284,-0.046547435,-0.070550755,-0.0037676212,0.053453296,0.060700648,-0.046371453,0.010047015,-0.08083233,-0.011293948,0.045391284,-0.13003512,0.028633498,-0.021838145,-0.049959198,-0.08734625,-0.08134869,-0.08300133,-0.037885126,-0.060783207,-0.10200563,-0.025242683,0.140266,0.009290742,0.05406408,-0.08444406,-0.032771364,-0.037493024,-0.053025544,-0.13076553,-0.052765965,-0.054870505,-0.103676096,-0.13745324,-0.118699566,-0.13034925,-0.1252487,-0.14797616,-0.07970834,-0.12497696,-0.18249382,-0.10609065,-0.09463451,-0.13724884,-0.18901455,-0.061283562,-0.13079484,-0.07598103,-0.08868505,-0.112676874,-0.10071646,-0.15130492,-0.16069378,-0.08743526,-0.061813258,-0.08438207,0.119340345,-0.037470683,0.11933364,0.036725257,-0.011849395,0.04347653,0.11847136,0.08236617,0.11919643,0.007944845,0.12754543,-0.03036824,-0.016836777,-0.03951092,0.08870283,0.07351106,-0.040096164,-0.027777048,-0.041271802,-0.010203919,-0.106803104,-0.0051294155,-0.060158987,-0.034663834,-0.030223358,-0.002816774,-0.010704646,-0.045491956,0.08587606,-0.021962523,-0.03888382,0.0041832794,0.16822569,0.05380448,0.13499635,0.12525475,-0.013005342,-0.03830203,0.024934366,-0.009388517,-0.043421105,0.10800591,0.13622805,0.18185666,0.34011626,0.19727285,0.15636759,0.24047408,0.18201314,0.1252698,0.11447082,1.0000002,0.4771139,0.34218505,0.2714157,0.24447343,0.0024010837,0.07014549,0.094765946,0.1345576,0.24796125,0.31716084,0.2463854,0.2379879,0.12221877,0.034772616,0.04468247,-0.050177265
mitten,-0.05664219,-0.12617177,-0.16836411,-0.08737337,-0.1387992,-0.12527454,-0.096927196,-0.10072581,-0.11317401,-0.08240368,-0.11918962,-0.17531982,-0.063813016,-0.12859967,-0.11516549,-0.12128779,-0.18515007,-0.11244999,-0.12007156,0.19871135,0.15741266,0.14004503,0.084283784,0.16225606,0.013193879,-0.03258933,0.009327941,0.044414483,-0.016578661,-0.017684396,-0.020693857,-0.051923394,-0.035872124,-0.1089589,-0.13230503,-0.13400014,-0.13603327,-0.08911879,-0.025035404,-0.102400675,-0.09365475,-0.059128586,-0.047288805,0.007855579,0.039052077,0.043361068,0.037152916,-0.06942287,-0.0276807,0.004289878,-0.14317176,-0.13843626,-0.057630286,-0.09042249,-0.123390935,-0.04322064,-0.099885985,0.08979989,-0.122545585,-0.08913285,-0.0517161,0.051572118,0.004016606,0.09527185,-0.060801275,-0.020521073,0.022540204,0.0886085,0.07064551,-0.037699252,0.08763067,-0.021462869,-0.08679097,-0.113536686,-0.11764771,-0.107169814,-0.14352518,-0.0018905574,-0.024378404,-0.04542297,-0.09230154,-0.03382708,-0.047318984,-0.120830074,0.015542451,-0.054293137,-0.038313806,-0.13572991,-0.16348748,-0.057230026,-0.09492485,-0.18509273,-0.014283588,-0.064526066,-0.0988217,0.06319917,-0.08783824,-0.0674632,0.0011774432,-0.003805507,0.021236517,0.0077765696,-0.07043478,0.019785592,0.021607626,0.16579905,-0.11489417,0.02243188,0.034953382,0.029421581,-0.01020788,-0.030642591,-0.01117705,-0.029227152,0.06842204,0.050354954,0.04005702,-0.0841407,0.033702884,0.0033965362,-0.0033126073,-0.030628597,-0.04652891,0.16845109,-0.037885536,-0.07807117,-0.02888323,0.14560246,0.19107693,0.35721427,0.13825685,0.0653755,0.026448935,0.002349169,-0.058722824,-0.07042405,0.056167018,0.19336054,0.046204492,0.05982428,0.019773375,0.30260438,0.3942083,0.037311867,0.11575167,0.08697141,0.4771139,0.9999999,0.65894294,0.41811937,0.16370176,0.02808128,0.1334647,0.16243574,0.45403504,0.088166915,0.11698716,0.21556777,-0.012747455,-0.011693895,0.01694353,-0.03539188,0.0060261767
sock,-0.11522268,-0.1201822,-0.14988458,-0.11133799,-0.15065643,-0.10787429,-0.12773694,-0.094314516,-0.08132911,-0.08792517,-0.1375423,-0.14160313,-0.15472619,-0.104118325,-0.13971731,-0.061700534,-0.108956546,-0.055874992,-0.03971792,0.3009014,0.3363281,0.4073935,-0.020780442,0.06630739,0.08581954,0.2590805,0.04639665,0.070252955,0.0582754,0.016099077,0.053879328,0.067929156,-0.023726491,-0.058607765,-0.07014059,-0.05388547,-0.16687238,-0.1022408,0.021883711,-0.028804954,-0.0695099,-0.08948523,-0.04481772,-0.018691733,0.010524236,0.033597097,-0.008109752,-0.03867964,0.027289031,0.010230646,-0.104097664,-0.14252065,0.013467617,-0.088905856,-0.109148204,-0.029052071,-0.07218032,-0.060843218,-0.12216256,-0.06529069,-0.052270748,0.027200833,0.019865684,0.043611534,-0.02267139,-0.00624038,0.027723297,0.07889864,-0.030780818,-0.084609196,-0.04788908,-0.11705834,-0.096110135,-0.044768367,-0.09198606,-0.056792367,-0.19263995,-0.0053357277,-0.010649845,-0.10900957,-0.1233948,-0.049550407,-0.03579609,-0.112940595,-0.06315197,-0.08989144,-0.08875321,-0.13390914,-0.19113822,-0.13830096,-0.13496985,-0.22592768,-0.05618597,-0.103964135,-0.083747804,0.18106699,-0.07940807,-0.107785605,-0.06827436,-0.03950792,-0.03264559,-0.09653303,-0.093479216,-0.03770885,0.049627654,0.082495145,0.011320183,0.01077848,0.017516105,-0.0694269,-0.090938546,-0.048675537,-0.02291563,0.041010644,0.14493261,0.016508259,-0.011218471,-0.1264413,0.029469557,-0.010797709,-0.07493265,-0.089391515,-0.113274954,0.08289726,-0.049979437,-0.1338177,-0.10173835,0.12807971,0.20891967,0.3506546,0.1670703,0.032443658,0.022838023,0.036288925,-0.011914698,-0.08738087,0.08795131,0.2529947,0.09971001,0.025559891,0.051934827,0.34151196,0.36459613,0.20364897,0.21148922,0.19244072,0.34218505,0.65894294,1.0000001,0.45108712,0.36375314,-0.0179188,0.023168413,0.104276314,0.2051791,0.090685576,0.16124478,0.21050867,0.09214541,-0.05938418,-0.074020565,-0.03693732,-0.013074234
slipper,-0.036869407,-0.051406145,-0.19058532,-0.14045943,-0.13981152,-0.17006649,-0.07666876,-0.10519968,-0.020450965,0.0007923826,-0.09161998,-0.1178516,0.033797145,-0.064153515,-0.12871599,-0.10235752,-0.12998608,-0.11123374,-0.111257926,0.37704968,0.31756675,0.25839674,-0.09333685,-0.091435485,-0.21348393,0.099959135,-0.026655454,0.051592417,-0.02739659,-0.054259293,0.009359134,-0.0358005,-0.0103825815,0.018445991,0.08592819,0.00567943,-0.09622087,-0.07593321,0.10004393,0.13435137,0.028614815,-0.008463953,-0.03257119,-0.074147634,0.20279202,0.20569202,-0.021686828,-0.02880224,0.032579634,-0.016877647,-0.035075374,-0.077315025,0.02351879,-0.008316005,-0.099761635,-0.02811851,-0.07084806,-0.054862425,-0.17161822,-0.111284286,-0.1411287,-0.03421358,0.027834842,-0.033819355,-0.119180806,-0.11512874,0.016872944,0.030122146,0.012322396,-0.023247631,-0.006896913,-0.021355111,-0.076614186,-0.10313271,-0.11248877,-0.1361996,-0.11213971,0.005736213,-0.13867658,-0.04332153,-0.07538326,0.0138483215,-0.057523515,-0.099118225,-0.075277716,-0.1623716,-0.009010547,-0.13961522,-0.14485571,-0.12128651,-0.035660297,-0.16331702,-0.14288716,-0.08417541,-0.17096183,0.17446062,-0.17895707,-0.13233809,-0.15736356,-0.13353841,0.0169757,-0.15997672,-0.019409116,-0.05067953,0.05216323,0.13529643,0.0031695794,-0.07174285,-0.04208626,-0.07752763,-0.15002176,-0.18392017,-0.07186732,-0.11333195,0.024471015,0.034266964,0.056221783,-0.08929475,-0.024822935,-0.083652385,-0.060602546,-0.07696435,-0.108418,0.05163323,0.09594414,-0.066736296,-0.13305129,0.01873365,0.2602785,0.24271464,0.17343968,0.036007922,0.1405427,0.0292452,-0.07652033,-0.11411774,0.08884153,0.31457895,0.2118623,0.2160976,0.17375112,0.17874692,0.15736273,0.26529467,0.2540341,0.22367984,0.2714157,0.41811937,0.45108712,0.99999964,0.52100825,0.06407791,-0.0061972514,0.06747524,0.3010813,0.24099478,0.24933943,0.27734664,0.07064633,-0.06957648,-0.030398738,-0.027088221,-0.05507274
shoe,-0.045711048,-0.032209113,-0.13132787,-0.066155985,-0.035980694,-0.10028406,-0.11957069,-0.044181745,-0.052454382,-0.0073728533,-0.112887375,-0.12224914,-0.044230197,-0.0421542,-0.049945243,-0.053940803,-0.06632106,-0.07180005,-0.0056898366,0.35360762,0.36939627,0.3536779,-0.0066340705,-0.0022155084,-0.08793257,0.22381763,0.027122308,0.063127145,0.021118399,0.026358914,-0.035439484,-0.012108028,0.06026757,-0.06926128,-0.059304185,-0.088189825,-0.09812848,-0.12624209,0.031380646,-0.030546285,-0.01965333,-0.026125157,-0.080317214,-0.095971964,0.1201359,-0.021412633,-0.08796032,0.007831583,0.05953276,0.12614103,0.019336006,0.019367598,0.11760187,0.07434852,-0.029283224,0.017731523,-0.08124799,-0.106153354,-0.13703203,-0.046428733,-0.16022152,-0.015685543,-0.064500086,-0.034894474,0.05405755,-0.11707337,-0.052111864,-0.08465147,-0.04693768,-0.03835949,-0.086914346,-0.05078935,-0.08558488,-0.11862723,-0.13730258,-0.13092278,-0.05191218,-0.011803899,-0.18735462,-0.17298743,-0.13855207,-0.04171415,-0.13644096,-0.099445075,-0.12307761,-0.1526795,-0.05979515,-0.072550066,-0.15444781,-0.0583951,-0.13240737,-0.10711782,-0.10410267,-0.021828867,-0.112539664,0.27096614,-0.03416962,0.019581487,0.00040204474,-0.015195977,-0.018798549,-0.095368296,-0.04029526,-0.006909764,-0.007545577,0.09210624,0.02491191,0.0120493695,0.0010867454,-0.04562584,-0.08304451,-0.010038869,0.014615791,-0.13098618,-0.049998734,0.047098715,0.028195392,-0.10921991,-0.08342105,-0.06711863,0.032688066,-0.032380044,-0.07721883,0.030040035,0.020481206,0.021907326,-0.062368907,-0.11183345,-0.086286925,-0.032543022,-0.043874204,-0.04321195,-0.075522326,-0.03990497,0.09238812,0.034183115,0.15715651,0.16437365,0.26649493,0.26380214,0.12529935,0.07249676,0.0028824732,0.18791652,0.18698864,0.2915793,0.24447343,0.16370176,0.36375314,0.52100825,1.0000001,0.027750282,0.020620022,0.0882518,0.0064227786,0.30033743,0.20374945,0.25218916,0.1806938,0.008306103,0.058621787,-0.01593395,-0.088386804
