,penguin,duck,bird,owl,butterfly,fish,frog,rooster,pig,alligator,bear,deer,elephant,giraffe,zebra,pony,horse,dog,cat,toe,foot,ankle,finger,hand,arm,leg,hair,ear,eye,face,nose,mouth,tooth,shower,bathtub,sink,refrigerator,oven,couch,bed,closet,drawer,door,window,stroller,crib,bench,table,chair,lamp,car,motorcycle,tricycle,boat,helicopter,firetruck,truck,snow,tree,grass,sprinkler,hose,slide,swing,ladder,chips,cracker,cookie,muffin,pastry,bread,toast,sandwich,hamburger,meat,pasta,pizza,sauce,soup,applesauce,raisin,pickle,milk,egg,corn,carrot,potato,banana,orange,strawberry,melon,apple,pumpkin,flower,plant,glasses,book,pen,pencil,crayon,spoon,fork,knife,scissors,toothbrush,comb,vacuum,mop,broom,shovel,nail,stick,rock,coffee,cup,bowl,dish,plate,glass,jar,bottle,bucket,can,basket,tray,box,paper,napkin,towel,blanket,pillow,gum,soap,tape,ball,balloon,dress,pajamas,shirt,jacket,coat,sweater,scarf,pants,shorts,jeans,glove,mitten,sock,slipper,shoe,toy,doll,necklace,bib,purse,belt,hat,watch,clock,radio,game,cloud
napkin,1.1542723,1.1446398,1.1852086,1.1088029,1.1128925,1.0810509,1.1206154,1.1149238,1.1349492,1.1668656,1.1493037,1.1671299,1.1481546,1.1445132,1.0882957,1.1558741,1.1664923,1.0962551,1.0887517,1.2286108,1.1803195,1.1227802,1.0153812,0.94116604,0.97848517,1.151167,1.0704147,1.0238099,1.0412862,1.1256679,1.0719396,1.0944654,1.1220334,1.0364257,1.0371099,0.9136036,1.044249,0.9891593,0.9541483,0.96040344,0.92350626,0.9657036,0.96474683,0.9071782,1.0599873,0.9532686,0.99770355,0.9277164,0.89869606,0.9388057,1.150718,1.1120692,1.2043586,1.1332095,1.1323726,1.1004148,1.0698858,1.0004803,1.0253707,0.96694183,1.0487604,1.0051868,0.950988,0.9482677,1.0851816,0.90396667,0.92805034,1.0411566,1.1352863,0.9931116,1.0299871,0.8993134,0.9700059,1.0251231,0.99122316,0.9102021,1.1097505,1.1016929,0.9858761,1.0829254,1.0478508,1.0399249,0.9779646,1.0509282,1.0275041,1.0368598,1.1125394,1.092983,1.0631813,1.1333072,1.0733609,1.1419874,1.1040981,1.0951923,1.040637,0.9584924,0.9167197,0.9299039,0.9354428,0.92499447,0.8552051,0.7656986,0.9583757,0.9279132,0.9632295,0.9275052,1.117218,0.8989458,0.90237737,1.0838199,0.9338615,1.0522312,0.9816695,0.9787851,0.81943417,0.9630744,0.79903674,0.62572104,0.90610135,0.9920117,1.0500381,1.0075706,0.91518253,0.89892715,0.81251,0.8302209,0.5049333,0.0,0.5583126,0.6010313,0.6922519,0.6732009,0.8760275,0.8685834,1.0851018,1.017206,0.99041235,0.86191666,0.7721901,0.9366658,1.0318322,0.9731463,0.8607011,0.8736397,0.9355048,0.9365072,0.8317743,0.85439754,0.8719203,0.9812664,1.1118335,1.127934,1.0624933,1.1127331,0.76788473,1.0163909,0.91180944,0.90571266,1.1187441,1.0536861,1.0147986,1.0297468,0.9418177
towel,1.0606514,1.1017032,1.186615,1.1062447,1.1652982,1.100058,1.1130891,1.1557028,1.1219156,1.1045095,1.1172696,1.1410762,1.0319369,1.0738764,1.1142837,1.1222022,1.1458529,1.0856897,1.071709,1.0474669,1.0905522,1.0746669,1.1131206,1.0654572,1.0623127,1.0924103,0.9166986,0.9770987,1.0668008,1.0717008,1.0810926,1.062459,1.0717351,0.73811495,0.6789507,0.7181852,0.9946356,0.9687964,0.74183357,0.64315486,0.6853998,0.89578915,0.9976124,0.9268845,0.98883766,0.7763485,0.9768666,1.0158571,0.9985441,1.0128529,1.0799556,1.1172409,1.1213068,1.1915991,1.1734192,1.0346502,1.0166668,1.030962,1.0780946,1.0328712,0.9173062,0.96361095,0.94792056,1.0353718,1.051815,1.0518558,1.0708929,1.0368128,1.0157709,1.1175027,1.0595124,1.0923426,1.096994,1.0877444,1.0267817,0.99123615,1.1082327,1.0417132,1.0908518,1.0727967,1.0656838,1.125015,1.0504717,1.0304613,1.055718,1.0739855,1.0731891,1.0754545,1.0352303,1.1169786,1.0788527,1.0948511,1.0688624,1.0828404,1.1353686,1.0274602,0.96534044,1.1021069,1.0976933,0.85850674,1.0593147,1.1011168,1.0924227,1.0327789,0.76255345,0.9290431,0.8779651,0.82883817,0.8296253,1.1471173,1.055029,1.1341417,1.0100939,1.0269437,0.97280306,1.0356553,0.87881297,0.9424178,1.0323017,1.0775979,1.0886714,1.0229408,1.0080783,0.92924803,0.98241544,1.0750059,0.99083596,0.5583126,0.0,0.45852757,0.56603986,0.85333884,0.6800817,1.0001231,1.0560049,1.0858265,0.97357756,0.75642955,0.8044111,0.87967515,0.94741184,0.862535,0.7985167,0.8838232,0.9021107,0.8701601,0.94619554,0.80892307,0.79108036,0.73972154,1.0862869,1.0217671,1.015334,1.0752184,0.846466,1.0037128,0.98484635,0.9080169,1.1226498,1.1035182,1.022109,1.0429654,0.9519627
blanket,1.1432309,1.2007132,1.1939594,1.127601,1.198446,1.1215311,1.1848742,1.2020804,1.1993449,1.1898689,1.1728071,1.1981878,1.1244714,1.1345139,1.1424006,1.104102,1.1129922,1.0514541,1.0744734,1.0544645,1.1389998,1.0720792,1.1183681,1.0681621,1.098655,1.054428,0.9237929,1.0017846,1.0345644,1.0819468,1.0414985,1.055334,1.1102853,0.88538206,0.85623085,0.90376484,1.0589451,0.97389567,0.65968025,0.6163042,0.72741055,0.90020853,0.95697546,0.88725746,0.8390057,0.6470025,0.8562011,0.7806689,0.7877571,0.82302356,1.0832698,1.0408794,1.0237494,1.0489346,1.1472948,1.0415018,1.0785704,0.94446003,1.0806644,1.1101345,1.0215012,0.94912106,0.9340547,0.921301,0.9851154,1.1133919,1.1038759,1.0991235,1.1253655,1.0497636,1.0628743,1.1240128,1.0863519,1.0964844,1.1538236,1.1031245,1.1716764,1.049207,1.0365683,1.0933774,1.1201211,1.136915,1.108675,1.1836233,1.1212071,1.2121199,1.2445738,1.1953597,1.2054303,1.1821462,1.1671805,1.2685475,1.1596726,1.1525674,1.1227969,0.9463877,1.0438203,1.1046175,1.1105498,1.0093085,1.0865436,1.1121826,1.095518,1.1101308,1.007862,0.98750407,0.9099629,0.9128348,0.94051534,1.1607305,1.1000488,1.0822569,1.0924764,0.98076737,0.84338653,0.944698,0.94954777,0.9697612,1.0000863,0.9979556,1.0592327,1.1184053,1.0943575,0.6867345,0.83775884,1.0504215,1.0419196,0.6010313,0.45852757,0.0,0.43987966,0.9759513,0.9419326,1.0194076,1.1017951,1.0537916,0.71691227,0.5392828,0.7615738,0.7254307,0.7661107,0.59567225,0.46822172,0.7986916,0.8182486,0.85803986,0.86500365,0.6427857,0.6493454,0.75728536,1.0325431,1.0231068,0.9017056,0.87188005,0.6279735,0.79870933,0.92500347,0.8320642,1.0273135,0.9784574,0.9337742,0.95956874,1.0139331
pillow,1.16709,1.159085,1.1333716,1.1262559,1.0794615,1.0862272,1.1330613,1.1111205,1.2012694,1.1557204,1.2312684,1.141298,1.1783984,1.1101625,1.1363429,1.1437616,1.1011794,1.1015236,1.0631026,1.0864118,1.1558143,1.0910006,1.1670057,1.0745862,1.0602528,1.0704911,1.0395838,1.026675,1.0524588,1.1488444,1.1291265,1.0948181,1.1113806,0.8434913,0.7472185,0.7879362,1.0578204,0.9698014,0.50146973,0.37801117,0.7443999,0.87481636,0.9367858,0.8372266,0.97880995,0.6874217,0.8398112,0.82944334,0.75219,0.7291227,1.1027238,1.0305296,1.0577688,1.0473552,1.0464429,1.0850564,1.0660429,0.9998678,1.0411252,1.1185328,1.0387665,0.97382873,0.9783172,0.9935918,1.0586647,1.1230555,1.1141803,1.0679085,1.0727116,1.0281551,1.055181,1.1307414,1.0911914,1.0560402,1.2027054,1.1580808,1.1335421,1.1101481,1.0593101,1.098251,1.0521663,1.0995927,1.0704753,1.1057099,1.0948207,1.1317095,1.1894403,1.1305416,1.1361583,1.1782426,1.0925586,1.1715348,1.1173929,1.0562863,1.0406202,0.9794632,0.9756299,1.0421382,1.0260181,0.9751655,0.9552827,1.0634438,0.99853534,1.0686107,0.9927011,1.0493898,0.9478162,0.94668305,0.961455,1.071794,1.1309564,1.125154,1.0514911,0.9311524,0.74756944,0.85930693,0.8394773,0.84650123,0.95597035,0.9405042,1.0475869,1.0615234,1.0822325,0.7745108,0.84517497,1.0155274,1.0187919,0.6922519,0.56603986,0.43987966,0.0,0.9643344,0.88104653,0.9231439,0.9685887,1.0167238,0.8787229,0.7508702,0.88618994,0.89107436,0.99258703,0.9035551,0.800828,0.8691701,0.9451382,0.97770876,0.87474525,0.86174315,0.83292973,0.8265603,1.0438743,1.045458,1.0227516,0.88953334,0.73361856,0.7888038,0.8963358,0.888363,0.93061876,0.8600371,1.003619,1.0098256,1.1213729
gum,1.0814561,1.1349648,1.1517568,1.1691488,1.0409884,1.1451538,1.0589315,1.1299263,1.1123677,1.0913498,1.0991365,1.121332,1.0547986,1.0410894,1.0683837,1.0866134,1.1317732,1.0644466,1.0838408,1.0477394,1.0482476,1.0524523,0.88909775,0.9571694,1.0300908,1.117345,1.1114601,1.0678948,1.054102,1.0089288,0.9514644,0.91942763,0.8157909,1.1130964,1.0907882,1.0741663,1.051591,1.1791903,1.0895451,1.1317592,1.1209363,1.0320393,1.0249013,1.0471318,1.1472776,1.0974442,1.0789376,1.073513,1.0652674,1.0837544,1.058061,1.1508049,1.121073,1.0998745,1.0775945,1.1033882,1.0511638,0.96437943,1.0725822,0.9489957,1.0984033,0.9847428,0.93100333,0.9832276,1.0159882,0.87654614,0.6373728,0.898154,0.99834174,0.92156833,0.99274474,0.8824398,1.01011,1.0488136,0.9752608,0.9242806,0.954774,1.0288996,1.1204535,0.9391341,0.86490005,0.8588334,0.76637655,0.89838153,0.9879244,0.9922148,1.0066583,0.9734444,0.9818658,0.9927538,0.90844166,1.0645608,1.078755,1.0936302,1.0215927,1.0290403,1.0235394,0.91990554,0.820711,0.798221,0.9528081,1.0326227,1.0217357,0.98300123,0.8469738,0.82212746,1.1928756,1.0191562,1.0234034,1.0801566,0.7720927,0.8302381,0.8364235,0.98942834,0.99055403,0.9364072,1.0040766,0.9671977,0.8813128,0.9425651,0.84690666,0.935204,0.9384101,1.101599,0.97081065,0.88336176,0.7128779,0.6732009,0.85333884,0.9759513,0.9643344,0.0,0.4855721,0.64608383,0.8591573,0.93230397,1.0870852,1.1307864,1.0528623,1.0754594,1.1396984,1.081651,1.0918257,1.1078517,1.0678225,1.0934737,1.0130054,0.9346245,0.96755636,0.96399206,1.0432119,0.9307953,1.0526104,0.9542421,0.8926261,1.0400217,0.99582773,1.0511314,1.1434541,1.1188807,1.0581034,0.9763909,1.0128073
soap,1.0369736,1.0935528,1.1517245,1.1597043,1.1125563,1.1846995,1.0548275,1.1469133,1.0871677,1.1193141,1.1084853,1.1011854,1.0558894,1.0539538,1.121809,1.1252916,1.1760355,1.0837624,1.0537785,0.96654916,0.9548785,0.9721172,0.8833544,0.8909593,1.0140178,1.0242091,1.0109403,1.0562687,1.1379688,1.0397246,0.9469335,0.9330783,0.8961437,0.786992,0.6624012,0.68192106,1.0315584,1.0608951,1.0089344,0.97351795,1.021393,0.9886236,1.0536343,1.0520418,1.1552297,1.0140822,1.0973539,1.0528319,1.0430303,0.96242875,1.0150757,1.1431633,1.1004962,1.1278971,1.1750216,1.098062,1.0334477,0.9831706,1.1232057,1.0428568,0.95755893,1.0235035,0.99207,1.0840353,1.0954739,0.9783781,0.8282325,0.96055263,1.0074813,0.99818575,0.9277969,0.93265325,1.0351315,1.0317384,1.0053415,1.0018467,1.0078984,0.99496585,1.0005692,0.8198583,0.9340404,0.93097055,0.6096164,0.8047408,1.054106,1.0565304,1.0148749,0.97084296,0.96210617,1.0053467,0.82648647,1.0475409,1.0518464,1.180306,1.1540041,1.1364415,1.0599598,1.044541,1.0806541,1.0270917,0.9493007,1.0926981,1.0073198,1.0080472,0.77416396,0.8751644,1.0192914,0.9239386,0.9653471,1.0621766,1.0453625,1.0716168,0.9357122,0.98787004,0.88147664,0.8427719,0.9162644,0.87465703,0.81992584,0.8360498,0.8709601,0.8669636,1.0522565,1.0500468,0.91619116,1.0271604,0.9364122,0.8760275,0.6800817,0.9419326,0.88104653,0.4855721,0.0,0.6423535,0.82879925,0.9928982,1.1304034,1.1635151,1.0505033,1.0980338,1.1409813,1.0635973,1.1107227,1.2327363,1.1492169,1.1377232,1.0383021,0.97355103,0.977162,0.8594573,1.0755223,0.92837965,1.0903254,1.049984,0.96274227,1.0329654,1.0516595,1.0141125,1.1287593,1.1332215,1.092735,0.9941361,1.0271255
tape,1.0271492,1.0580783,1.0222124,1.1159302,1.1128938,1.1025693,1.0343572,1.0625756,1.0785573,1.1175941,1.0993247,1.0744612,1.0501225,1.0531193,1.0517628,1.0675662,1.0790551,1.0302929,1.0745763,1.029705,1.1052827,1.0421627,0.97757477,1.0541389,1.0467547,1.0894915,1.1248559,0.9996361,1.0113076,1.0151387,1.0501273,1.0170124,0.9551528,1.0211215,0.9833412,0.96098435,1.1001594,1.1034404,1.1021878,1.0766422,1.0984458,0.9759088,1.0690022,1.0129377,1.0770696,0.9983287,1.065283,0.9830768,0.99877024,0.8504591,0.9921821,1.0893155,1.0007374,1.0846146,0.9771445,1.0342184,0.9897761,1.0755221,1.131987,1.1005659,0.9885185,0.7574348,0.9562783,0.94610226,1.0246633,1.0693434,1.0238029,1.1010993,1.0742255,1.0318398,1.111254,1.0951269,1.0888907,1.0969899,1.063972,1.0464388,1.0881257,1.0775982,1.0730234,0.9693174,1.0756595,0.97043777,0.93177414,0.9915399,1.1395305,1.1398053,1.1695952,1.0002652,1.0678601,1.0945176,0.91869557,1.094858,1.1045533,1.1467401,1.1248035,0.95457053,1.0060968,0.8994346,0.85605246,0.9427164,0.8876382,1.0509065,0.9645574,0.82536805,0.86293787,0.8664899,1.0016972,1.0165455,1.0334077,0.99504983,0.8826494,1.0579073,1.0847056,1.081463,0.8292218,0.7876264,0.8489131,0.8140239,0.8449844,0.796456,0.9232345,0.8029963,0.68233365,0.95928895,0.84374255,0.8635936,0.8097624,0.8685834,1.0001231,1.0194076,0.9231439,0.64608383,0.6423535,0.0,0.84469485,0.9364941,0.97288805,1.0905551,1.0377626,1.0869446,1.0986657,1.06808,1.0253754,1.060559,1.0460938,1.0962878,0.97506565,0.9976508,0.9637111,0.9707548,1.039905,0.85535,1.0469536,0.8950734,0.82962143,1.0340853,0.7796899,0.9428927,0.900117,0.9548695,0.93131036,0.9090995,1.1252967
ball,1.0365055,0.9890593,0.99692124,1.0178045,1.0080764,1.0650065,1.082759,0.96650636,1.080827,0.99224365,1.0490735,1.0273242,1.0663241,1.0049026,1.0051737,1.0383843,1.0714839,0.9480696,1.005408,0.97649336,0.9382283,0.89879394,0.91593695,0.91260874,0.8998198,0.9337115,0.9816395,1.080924,0.9763447,0.9602975,0.9531394,0.893557,1.0227044,1.100595,1.0553012,1.119385,1.1209365,1.1991162,1.0055767,1.0813832,1.1308073,1.103026,0.9855196,1.0620699,1.0387468,1.0963436,1.0196166,1.0105605,1.0488942,0.8487277,0.9740702,1.0219388,0.8834421,1.0159403,1.0143385,1.0971688,1.0381128,0.9658977,0.9778839,0.86621195,0.9214234,0.9053501,0.8777113,0.80767894,0.9366791,1.0564071,1.083499,1.0668114,1.075989,1.0335568,1.1099831,1.149661,1.1170187,1.0036691,1.0771761,1.1320668,0.97175527,1.1168197,1.151044,1.0665739,1.0290316,1.0570477,0.9712271,0.73828465,1.069855,1.0809345,0.9369097,1.0151159,0.9311226,0.9192593,0.89359725,0.89016235,0.974996,0.9523296,1.0463125,1.0030675,0.94524795,0.9188955,0.9307781,0.85528994,1.1176436,1.1616049,1.125002,1.1328964,1.1038227,1.0289159,1.0344034,0.951497,0.9532117,0.95052636,0.9787582,0.9442303,0.82496345,1.0354155,1.0425166,0.884944,1.0546949,0.99936694,0.92725265,1.0080941,0.9078495,0.8838916,1.0112436,0.9732899,1.013167,0.9412824,0.9360663,1.0851018,1.0560049,1.1017951,0.9685887,0.8591573,0.82879925,0.84469485,0.0,0.61583,1.0851426,1.1450024,1.058302,1.0779431,1.1381545,1.0698324,1.0655502,1.1149346,1.0709094,1.1174679,1.0093886,1.0587229,1.0119147,1.0765203,0.90761185,0.9123808,1.0584099,1.0096184,1.0780599,1.0494685,1.025881,0.95467806,0.99742067,1.0086176,1.0473597,0.86949456,0.9416017
balloon,0.97332096,1.0256275,1.037506,1.0233973,0.95869327,0.9853391,1.0903152,1.0510414,1.0581886,1.0293388,1.0163463,1.0937581,0.9988187,0.9743136,0.9757712,1.0486462,1.0536914,0.97784436,1.0044589,0.96808463,0.99977165,0.9700946,0.9436323,0.95347327,0.95710814,0.9666104,0.8953815,0.9777574,0.9749818,0.964237,0.9368739,0.9162354,0.9378752,1.0040874,1.0314848,1.0556368,1.0512054,1.1327671,1.0061231,1.0546972,1.0520644,1.0941126,0.9533545,0.9797419,1.0242296,0.97665066,1.1070905,1.0758868,1.0968331,0.9255081,1.038854,1.0492648,1.0105499,1.0059638,0.9279047,1.0282052,1.069338,0.9839805,0.9667352,1.045102,0.9699228,0.91731817,0.94325906,0.9033255,0.8712032,1.0454576,1.0677447,1.0129541,0.99495333,1.0164686,1.1252382,1.1204047,1.1438674,1.0575396,1.0958416,1.0247948,1.0183756,1.0870204,1.0955777,1.0969032,1.0530139,1.0183991,1.0272948,0.8940364,1.0422335,1.0648633,0.98745996,0.9227686,0.9580454,0.9588877,0.9969436,0.94088393,0.9108737,0.9153455,1.0525769,1.0241777,0.9808489,0.9454012,0.9331769,0.8468323,1.0208809,1.0712626,1.1744779,0.98370886,0.98587614,1.0806186,1.0786543,0.9543446,0.99308676,1.0067484,0.99282837,0.99119425,0.92372435,1.0646147,1.0540397,1.0541409,1.0202895,1.0163546,0.987764,0.9955499,0.94536126,0.91575503,1.0012386,1.012147,1.113946,0.89577675,0.90189725,1.017206,1.0858265,1.0537916,1.0167238,0.93230397,0.9928982,0.9364941,0.61583,0.0,0.9374248,1.0751766,1.007894,0.99985594,1.0130829,1.0719509,1.0286776,1.0669619,1.0743576,1.0851672,1.0434211,1.0704241,1.0873809,1.1141177,0.96581686,0.95398,1.0258814,0.8903829,0.98514026,1.0210853,1.0675927,0.95344454,0.98484355,1.0087157,1.0900905,0.929353,0.8071102
dress,1.0468949,1.0777485,0.9939459,1.1102238,1.0426685,1.0261692,1.0386502,1.1257153,1.0712572,1.0867617,1.0708104,1.0346128,1.0642669,1.0657731,1.1185902,1.0677934,0.9777349,1.036029,1.0294945,0.95123816,1.0916901,1.0760959,1.1156795,1.1078976,1.0778799,0.8684303,0.81722677,1.027278,1.0366457,1.031648,1.1338984,1.111473,1.0580615,0.92659974,0.93147635,1.013821,0.9458129,1.0151263,0.8307897,0.8299532,0.80710876,1.0053991,0.9995206,0.9830805,0.85655653,0.8598781,1.0079005,0.81524956,0.8229253,0.86375594,0.97909606,0.912637,0.9495537,0.9717908,0.98567593,0.9951473,0.9485476,1.0268471,1.0630647,1.1977581,1.1388036,0.98943573,0.99448633,1.0141153,1.0421108,1.1238558,1.1534029,1.1610469,1.105769,1.0395732,1.1244605,1.1753516,0.99626184,1.0340301,1.0644671,0.9975947,1.0101906,0.90890694,1.0193977,1.1495557,1.110584,1.1234167,1.1200764,1.2047224,1.1722691,1.2145481,1.2043653,1.1933537,1.121517,1.122606,1.1266701,1.1814046,1.0651171,1.0640937,1.146898,0.9818172,1.1065887,1.0540975,1.1175272,1.0807394,1.1138772,1.1274594,1.0563525,1.1072004,1.069759,1.0250189,0.9842624,1.1468836,1.0860121,1.2108815,1.1205543,1.1736499,1.1916059,1.1205614,0.98056084,0.9666859,0.90586966,1.0011388,1.0675409,0.9728961,0.9273137,1.1298656,1.107675,0.9412529,0.99666,1.043077,1.0712464,0.99041235,0.97357756,0.71691227,0.8787229,1.0870852,1.1304034,0.97288805,1.0851426,0.9374248,0.0,0.503234,0.6535003,0.57608575,0.57438904,0.64442027,0.6729929,0.68851596,0.7083476,0.7220108,0.8919941,0.943833,0.9120487,0.91115844,0.8428435,0.93624717,0.64539784,0.643793,0.7675084,0.66880035,0.8813932,0.8172101,0.922581,0.9500361,0.9734973,0.9944775,1.1407219
pajamas,1.1185501,1.1005292,1.1109327,1.0658046,1.0931239,1.136476,1.0938696,1.1057204,1.0735695,1.102917,1.0733373,1.1164801,1.0208646,1.045144,1.0520679,1.0498677,1.0586191,1.0397744,1.0776876,0.926327,1.044725,1.0397785,1.1287059,1.1159977,1.0877172,0.9591097,0.9208071,1.0432924,1.0366523,1.052946,1.1146486,1.1279877,1.0930933,0.9097247,0.95807403,1.0042958,1.0176289,1.0555351,0.86211216,0.6934561,0.7627468,0.9948306,1.0286729,0.9885935,0.86022043,0.7517852,1.0121301,0.9175687,0.9387338,0.9657186,1.0618846,1.0144638,0.9758785,1.061662,1.0114586,0.900869,1.0167719,1.0759866,1.0999373,1.102232,1.1100885,1.04635,1.075028,1.039723,1.045655,1.2013208,1.1446519,1.0456873,1.0087111,1.0331868,1.1781788,1.1154859,1.0434331,1.0155535,1.0781717,1.1100932,1.0887436,0.99257165,1.0734627,1.105581,1.074627,1.142642,1.1056558,1.1764472,1.1698794,1.1828177,1.1682998,1.1912211,1.12152,1.0568999,1.1892562,1.1856413,1.111744,1.0881156,1.097105,0.8709707,1.1531041,1.0745946,1.1180962,1.061429,1.0275298,1.1090612,1.0734775,1.0711148,1.015994,1.0230341,1.0390327,1.1409322,1.0938691,1.1571,1.0978305,1.140564,1.1953185,1.0324037,0.9005996,1.0215433,0.9047943,1.0437125,1.0095011,0.97476965,1.0951325,1.1067637,1.0530084,0.89174974,0.9733689,1.0813603,1.1271516,0.86191666,0.75642955,0.5392828,0.7508702,1.1307864,1.1635151,1.0905551,1.1450024,1.0751766,0.503234,0.0,0.41504753,0.5287543,0.57351995,0.5748348,0.70056766,0.5008265,0.5571064,0.6307916,0.8637719,0.80663943,0.74700534,0.68542105,0.83562636,0.95992553,0.758409,0.7938788,0.68509316,0.77769923,0.78497756,0.8350357,0.913498,0.9698185,1.0443771,0.98039913,1.0998161
shirt,1.1022117,1.0489699,1.1427171,1.0904926,1.0949782,1.0350729,1.095442,1.1054792,1.03969,1.029633,1.0822494,1.0952214,1.0468283,1.0502708,1.0337127,1.0554725,1.0421382,1.079704,1.0265733,1.0974773,1.128458,1.0879614,1.045238,1.0306429,1.0467148,1.1021329,0.923297,0.9991432,1.0721921,1.0836344,1.0671506,1.0289128,1.0530024,0.9609409,1.0027913,1.0185457,1.0575191,1.0969447,0.86670583,0.8659773,0.7990336,1.0263884,1.0306783,1.0523194,0.90913725,0.9410894,1.037137,0.9283231,0.93916,0.9092861,1.003884,0.9796787,0.993067,1.0236766,1.0116237,0.9719485,0.98311806,1.0264398,1.0115451,1.0960746,1.075709,1.020933,1.0275942,1.03357,1.0522044,1.1118969,1.164332,1.14479,1.137357,1.1170309,1.1816429,1.1550093,1.0904447,1.0426903,1.0949588,1.1000187,1.0410129,1.0113858,1.1346314,1.1527263,1.1090022,1.1042851,1.103915,1.1358749,1.1787288,1.2407243,1.1099361,1.153746,1.089875,1.174669,1.1257797,1.1189331,1.1313963,1.0982815,1.093683,0.8545936,1.090636,0.97385013,1.0773203,1.0744851,1.0884302,1.0758398,0.98407084,1.0251428,1.0192144,0.97925276,1.0630587,1.1043081,1.0988344,1.1080741,1.0791558,1.1032554,1.0522782,1.1064792,1.0299441,1.033649,1.0033485,0.99221915,0.9800346,1.0106599,0.9546596,1.0749747,1.075787,0.96746063,0.9313823,0.992463,0.93185806,0.7721901,0.8044111,0.7615738,0.88618994,1.0528623,1.0505033,1.0377626,1.058302,1.007894,0.6535003,0.41504753,0.0,0.31757706,0.5520082,0.5926386,0.8131552,0.5673684,0.6118237,0.6121545,0.81814337,0.9537955,0.90029,0.7881377,0.7335051,0.9835259,0.9568551,0.8162428,0.84577775,0.7393632,0.6937574,0.62324893,0.7872138,0.973597,1.0144973,0.9908905,1.054214
jacket,1.0725081,1.0693921,1.1196331,1.1197221,1.087084,1.0226861,1.0702608,1.1793114,1.1256418,1.0749472,1.0712278,1.0933816,1.0486026,1.1023079,1.0751089,1.0692103,0.9950546,1.0524635,1.0708911,1.1297504,1.188417,1.1521132,1.0787437,1.0684524,1.1143994,1.0335737,0.8752869,0.9765079,1.0419136,1.0554073,1.0828923,1.0490242,1.0269899,0.95137465,0.99499387,1.0368881,1.0291058,1.0441178,0.80706584,0.8863465,0.7947009,1.0007938,1.0306567,1.0171729,0.8187088,0.9291543,1.0306007,0.8975697,0.8665511,0.9021486,0.9772923,0.77106094,0.8979479,0.983854,0.95819247,1.0208012,0.990193,1.0022913,1.0807045,1.1785858,1.1299845,0.9735187,1.0354803,1.0723124,1.0593057,1.1389974,1.1560975,1.1158224,1.1351559,1.0464272,1.1279385,1.1548575,1.0483258,1.0389162,1.1263043,1.0860709,0.9941385,0.95050484,1.05863,1.1275645,1.1550958,1.1439376,1.1353269,1.1981843,1.2254112,1.243551,1.1461759,1.1725945,1.1360856,1.1324339,1.1658584,1.1210397,1.1156561,1.1071074,1.094625,0.8393585,1.1334803,0.9530146,1.0594828,1.0326433,1.1378127,1.1088694,0.97228837,1.0453353,1.07265,1.0274147,1.0241203,1.1432722,1.1455073,1.1204362,1.0797853,1.1170666,1.10023,1.1147821,1.085566,1.0614756,1.0577275,1.077874,1.050569,1.0294421,0.9629466,1.0734258,1.1281639,0.95316845,0.94161475,0.9995577,1.0060127,0.9366658,0.87967515,0.7254307,0.89107436,1.0754594,1.0980338,1.0869446,1.0779431,0.99985594,0.57608575,0.5287543,0.31757706,0.0,0.38692105,0.5614496,0.6803311,0.522788,0.5838216,0.6140053,0.65988374,0.9401757,0.9744401,0.7839024,0.7361978,0.970433,0.9143465,0.7914537,0.85129184,0.56636417,0.72814244,0.6609564,0.7473482,0.94059324,0.97548044,0.9980319,1.0775654
