,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,soup,spoon,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
sandwich,1.0616354,1.2416148,0.7315192,1.1472305,1.2492453,1.1466516,1.0784732,0.8588928,0.8441981,1.2921467,0.7859793,0.70656574,1.0076115,0.7584379,0.97284967,1.0141141,1.1912954,1.1609612,1.0139214,1.1740983,1.1515522,1.1748585,1.2364762,1.0587425,1.2254694,0.9674523,0.92133105,0.8843244,1.2780721,0.89647907,0.7773168,1.1681985,0.86321163,1.0834218,0.9670789,0.7924623,0.74804556,1.3009427,0.8562209,1.2308737,1.0436387,1.1240109,1.202827,0.98958254,0.98000365,0.7581838,1.245362,1.1004925,0.85199916,1.2877676,0.90330994,1.1431808,1.0356305,1.2310642,1.198761,0.99588823,1.1549759,1.1854851,0.8564804,1.2607735,0.89442074,0.92492574,1.1791568,0.85942835,0.859537,0.84793526,0.9277336,0.9983053,1.0559704,0.59372085,1.0100857,0.7746793,1.1322131,0.9263039,1.1731713,0.950239,0.8686569,1.031024,0.83300126,1.0420318,1.1565604,0.9274432,1.1865363,0.95023376,1.2379782,1.1619153,1.1217768,0.9654479,0.90995616,0.68555796,0.84889936,0.8665254,1.2926478,1.3062036,1.2279086,0.9725387,0.7645061,1.1676359,1.299482,1.1269685,0.8236939,1.02292,0.8119394,1.2028606,1.0594653,1.0116425,1.1576344,0.0,0.6701604,1.3217547,0.6964177,1.02083,0.82617307,0.79908943,1.0439104,1.0009625,0.9632449,1.3478874,0.9598763,0.76370305,1.2583178,1.3300935,1.1100465,1.2698673,0.88410616,0.7302131,0.68996537,1.2962701,1.2117112,1.1508293,0.9312169,1.0081016,1.3072039,0.9843709,0.9096874,1.0189339,1.1809845,1.259648,1.0057502
scarf,1.0342954,1.3915501,0.7230896,1.2369295,1.4187164,1.1627778,1.3170638,0.8930563,0.85358316,1.2590666,0.63769656,0.7315197,0.9301185,0.78030884,0.9308146,1.1407123,1.4111797,1.3276577,1.046159,1.3346121,0.9973363,1.227158,1.1733867,0.9588621,1.1507169,0.7857219,0.8277632,0.9801017,1.4307983,0.7925899,0.7664461,1.3001385,1.005729,1.3009377,1.1324719,0.72415465,0.96397054,1.4088451,0.8193773,1.4134927,1.1992415,0.94684756,1.0218428,0.9025502,0.814005,0.7038251,1.1677512,1.2099704,0.7811927,1.2058132,0.83465683,0.9781889,1.0226482,1.302357,1.3330618,0.77742314,1.1926483,1.1765082,0.773392,1.120986,0.7379181,0.9384358,1.2134899,0.6639294,0.9709039,0.63965374,0.96224576,0.867807,0.97784895,0.43205774,1.1098493,0.40270787,1.3002173,0.85167664,1.3373524,0.96316946,0.9460788,0.94005835,0.7652315,0.88376004,0.89720213,0.7095252,1.3061569,1.2719269,1.169606,1.1897497,1.2630677,0.8291778,0.9854977,0.549313,0.36560166,0.94473857,1.4256363,1.4260648,1.1918855,0.8473878,0.87624127,1.1949165,1.4573514,1.1616522,0.986041,0.9920716,0.6243246,1.3758465,1.1990032,0.91210896,1.1992202,0.6701604,0.0,1.3428454,0.47954535,0.934943,0.31606543,0.9312093,1.0417527,1.0891675,0.9739274,1.2803338,1.0455375,0.9411241,1.3689095,1.2633122,0.9119701,1.3314348,0.80377084,0.54625136,0.70222753,1.4751818,1.0771898,0.9243337,0.9089508,1.2153955,1.4446108,0.90590286,1.0846684,0.77646613,1.139333,1.1709198,1.0707251
scissors,0.9237001,0.7389777,1.4556853,0.91473716,0.69584465,0.670012,0.7810434,1.3896613,1.3937273,0.63901234,1.5197245,1.2874466,0.8993987,1.3426411,0.9692388,0.9195849,0.54276705,0.73574495,1.0322033,0.6503365,0.80646133,0.75450075,0.677063,1.1473079,0.719759,1.2643502,1.3237461,1.22179,0.5366934,1.4321277,1.2053647,0.88990825,0.88377565,0.8939984,0.7149881,1.4551928,1.119813,0.4308557,1.3508389,0.5538038,0.88016236,0.7297595,0.62000126,1.2551311,1.2868547,1.2934451,0.7908638,0.9384267,1.2154778,0.75981283,1.2146076,0.9563047,1.0108312,0.6528867,0.52349544,1.0704983,0.6061781,0.67975664,1.2512777,0.75211895,0.9811356,1.1512142,0.67764527,1.3075376,1.2034793,1.2565968,1.0042139,0.8485029,1.0061339,1.4826465,0.9572416,1.4148571,0.4744007,1.1385452,0.60986006,0.8533095,1.1739213,1.030652,1.1648088,1.1511233,0.9779794,1.2587296,0.76277804,0.84038097,0.59915054,1.0062195,0.90983105,1.25726,1.1429534,1.4223188,1.3816472,1.1895096,0.38781542,0.4177717,0.7247267,1.1518663,1.0433455,0.54493976,0.5156569,0.75623906,1.2194974,1.0744299,1.2234886,0.8079972,1.103678,1.1936189,0.5555829,1.3217547,1.3428454,0.0,1.4352889,0.9559511,1.4157752,1.0625623,1.1304971,1.131196,1.2074891,0.5411187,1.1730219,1.1189767,0.7433945,0.3176484,0.97272116,0.5958084,1.1732694,1.5013709,1.4556959,0.64312553,0.9142871,0.9881932,0.8171458,0.7661013,0.47015965,1.1105492,1.0735282,1.1400061,0.7385038,0.72392,1.1828694
shirt,0.99158525,1.3616459,0.48938525,1.180175,1.3593266,1.377966,1.2150636,0.7166121,0.63530445,1.3741984,0.6923711,0.5328321,0.96955305,0.6563524,0.87532294,1.0854703,1.4202812,1.3373183,1.01843,1.4427586,1.0576522,1.2977958,1.3569933,0.83182245,1.2994094,0.71438503,0.7276539,0.97465366,1.2707622,0.5178323,0.68974507,1.286835,1.0888642,1.2779182,1.2566444,0.5621762,1.0652279,1.488382,0.66775596,1.4463503,1.1257979,1.1028019,1.1862156,0.7734275,1.0028597,0.66988117,1.3197031,1.1553782,0.6681087,1.2638923,0.5705152,1.2251118,0.8773776,1.4108502,1.3706095,1.0267643,1.4506333,1.1494212,0.83001983,1.3232882,0.9968917,0.9274365,1.3531114,0.5450872,0.91381216,0.8617686,0.9374318,0.8296975,1.0252991,0.30704868,1.0378768,0.3849159,1.4401072,0.9736133,1.2856827,1.2206013,0.9005,1.1181856,0.9169008,0.90626526,1.1317331,0.9452001,1.3348733,1.2972395,1.3501203,1.2548597,1.1478177,0.8109534,0.8522091,0.29042464,0.44885898,0.83579737,1.5104904,1.4920077,1.2941444,0.95221233,0.8898158,1.2889335,1.5541205,1.1011878,1.0438496,1.0804579,0.68430007,1.2753937,1.1659607,0.7764602,1.2844439,0.6964177,0.47954535,1.4352889,0.0,1.0311476,0.46599007,1.0530443,0.9326019,1.0489712,0.77583104,1.4518706,0.8112744,0.9885408,1.2850081,1.5200794,0.98125184,1.4012496,0.768635,0.24167621,0.5421069,1.3818239,1.2953243,1.1427934,1.054726,1.375258,1.4420214,1.0347077,0.8903927,0.7734897,1.1974975,1.3463092,0.89830273
shoe,0.85549504,1.1354613,1.0416161,0.93262374,0.92700946,1.0844109,0.83920467,0.98480606,0.92511326,1.0624723,0.913136,0.86197066,0.8576201,0.69171727,0.86551154,0.79108244,1.1664748,0.8819968,0.7482929,1.2054203,1.2782766,0.69911325,0.9182241,1.0728356,1.2780563,1.0849319,1.0596496,0.90174055,0.92094874,1.142417,1.0631204,0.80340004,0.9496684,0.9963413,1.0584136,0.96715605,0.93232334,1.2179781,0.92197615,1.2237062,0.84520257,0.8837439,0.81004083,1.1252375,0.8367859,0.9594732,1.122581,1.0751079,1.0350099,1.0217868,1.050686,1.1550078,1.0407242,1.1463724,1.2014902,1.0597472,1.1411235,0.67814314,0.71038616,1.1949283,0.5695815,1.1423863,0.8237293,1.1258223,0.9803844,0.94639593,0.929061,0.9685688,0.91833496,1.0193977,0.83845484,0.8566153,1.1075306,1.0635188,1.0962887,0.9924007,1.025131,0.9879457,0.66763675,0.87259126,1.1739898,0.9586175,1.3608794,0.8711286,1.1141932,1.0958655,1.2252016,0.99983233,0.92216265,0.93582827,0.93748945,0.900561,1.2205344,1.2289859,1.129602,0.6313922,0.7773638,1.14077,1.1498754,0.9593252,0.86146444,0.9968861,0.6246464,0.80086243,1.0776567,1.1112738,1.0147454,1.02083,0.934943,0.9559511,1.0311476,0.0,0.92008007,1.0180763,1.2416345,1.0286248,0.9089567,0.9834242,1.1768959,0.93000865,1.2660716,1.0911223,1.1482711,1.1719806,0.7195775,1.0792671,1.0181301,0.87829894,1.1934171,1.0689832,0.95159966,0.88669914,0.8477217,0.84790945,1.1181604,1.0487821,0.93394357,1.1821449,1.1596441
shorts,1.1210619,1.3856479,0.5642428,1.218985,1.4164817,1.2719846,1.3296185,0.76413924,0.7812221,1.0753042,0.5599234,0.7627722,1.0042393,0.7213676,0.9425483,1.1952024,1.501622,1.3193694,1.0754235,1.3422339,1.0198867,1.2156824,1.1528418,0.9453539,1.1272817,0.58969384,0.74519444,1.0819614,1.4837785,0.73155516,0.6881564,1.2331641,1.0294018,1.2830274,1.2011054,0.64151704,1.0829206,1.351218,0.78029037,1.4518654,1.2201709,1.0749111,1.1854494,0.83417964,0.8026471,0.58736575,1.0329376,1.2220343,0.599772,1.2239196,0.9159485,0.953911,1.077578,1.3417418,1.4926505,0.8022288,1.2411114,1.2838104,0.94015527,1.0993087,0.8154634,0.8164999,1.3148468,0.7916168,1.09755,0.63603854,0.97772884,0.9174323,0.85814697,0.4382345,1.1826283,0.14579761,1.3027328,0.89617676,1.3764224,1.031042,1.0632793,0.9682354,0.88832253,0.9280965,0.943576,0.77301145,1.2990456,1.248042,1.1652075,1.1685196,1.1644418,0.76390564,0.97689223,0.48882943,0.09338856,0.9696624,1.3597765,1.348697,1.2463309,0.7185588,0.96779513,1.3545811,1.4600024,1.2356759,1.0883356,0.9043393,0.6843656,1.3716142,1.1471844,0.8768414,1.4110243,0.82617307,0.31606543,1.4157752,0.46599007,0.92008007,0.0,0.9306904,0.9022511,0.8889841,0.9080053,1.1755326,0.95302254,0.9875515,1.2585237,1.3471217,0.82084334,1.3326503,0.90003765,0.4425546,0.66477734,1.3931444,1.0420243,0.97155374,0.9051964,1.174842,1.5164622,1.031227,1.1203353,0.694415,1.1823112,1.1129186,1.018246
shovel,1.1915793,1.1900141,0.8454221,1.215973,1.1490678,1.0714164,0.797554,0.8705566,1.0679126,1.0515287,0.75568634,1.1288202,1.2130452,1.1556972,1.2160358,0.9876552,0.90061384,0.82973087,0.90182817,1.0005966,0.84724957,0.7970835,0.9316709,1.1220578,1.2273288,1.1059765,0.58486986,0.74447095,1.1584442,0.9281739,1.1136876,1.0783012,0.8063851,0.8510863,1.067973,0.8195654,0.6479792,1.1294084,0.9268284,0.8573401,1.0519273,1.0952063,1.0426315,0.8596077,0.8629154,0.9310993,1.2326096,1.1237437,1.1415038,1.2275898,1.1464516,1.1008173,1.2049376,1.3196534,1.1152916,0.9772458,0.65343624,1.2624762,0.8875294,1.1511589,0.94625384,1.0224915,1.1415379,1.0589522,0.90321064,0.9651397,1.0288888,1.1562563,0.78902924,0.9792528,0.9011989,0.9555389,0.77879965,0.67261064,0.76408744,1.0020782,0.9100566,1.0958124,0.9525585,1.1510457,1.033024,0.98661053,1.2197441,0.66869605,0.9293972,1.1889515,1.3313458,0.68914145,1.2124009,1.1474495,0.892362,1.0127267,1.0218605,1.0278208,1.2202134,1.0474311,1.0587695,0.9864134,0.95083535,1.1007165,0.8339084,1.0954919,0.7623223,0.8059877,1.1167744,0.6973346,1.0316185,0.79908943,0.9312093,1.0625623,1.0530443,1.0180763,0.9306904,0.0,0.9114842,0.70669794,1.2441828,1.1421804,1.0921847,0.7760905,1.0449312,0.94548064,0.9330412,1.2376022,0.9738894,0.86082584,0.8166122,1.1873502,1.1248672,1.2181265,0.9123125,0.8209003,1.2294974,0.84169436,1.0404519,1.061532,0.5782796,1.1563011,0.88086843
shower,1.0685949,1.1906756,0.99051666,1.2283658,1.1553218,1.1827374,1.0179144,0.78209305,0.8247019,0.82991755,0.729205,1.200208,0.987562,1.0408895,1.1276445,1.2666128,0.99960625,1.1984289,1.140003,1.1587477,0.5997571,1.1363498,0.85398555,0.69497925,1.0416218,0.5574902,0.55334216,1.2482349,1.1268934,0.55990905,0.9762226,1.2350723,1.0422012,1.1280965,1.2086766,0.70259464,1.2008753,0.97076243,0.77500206,0.8788064,1.1112648,1.1240671,1.2875295,0.29519904,1.0079975,1.0765095,0.9994822,1.2256157,0.88785094,0.9545404,0.9929838,1.0759349,1.0437047,1.0351641,1.0502512,0.9733656,0.982706,1.2148278,1.1154522,0.9934008,1.4048069,0.76690966,1.2857136,0.93080074,1.2545495,1.2036009,1.2473539,1.1600785,0.95328254,0.8799704,1.1385598,0.9392735,1.0609335,0.83420235,0.8154403,1.0010926,1.1032145,1.0803969,1.2986,0.91995597,1.0353312,1.2268089,0.98626506,1.0729135,1.0478405,1.0915798,1.1113126,0.8348484,1.1533706,1.0397025,0.83107495,1.1901495,0.9652472,0.9614112,1.0905833,0.9587922,1.229634,0.9930555,1.1050969,1.1189762,1.2096549,1.0647957,1.0575035,1.0357245,0.9648789,0.5787137,1.1967165,1.0439104,1.0417527,1.1304971,0.9326019,1.2416345,0.9022511,0.9114842,0.0,0.71425796,1.0145141,0.99183077,0.6191622,1.0147458,0.7012204,1.1315284,0.7871637,1.2226781,1.0228705,0.8843335,0.8687529,1.2170324,1.024238,1.0397217,1.0144429,0.8919313,1.3027982,1.2411996,0.9855648,0.72474927,0.7416961,1.0523943,0.4939586
sink,1.151626,1.1731877,0.88246727,1.1875944,1.0466608,1.1647527,0.7903515,0.30574894,0.87678534,0.89268446,0.75920093,1.0432124,1.0418446,0.9206882,1.0174052,0.9999191,1.1029949,0.63885456,0.8362128,1.1516529,0.9419417,0.72496784,1.0126919,0.8927604,1.1416684,0.7995789,0.6177716,0.9502754,1.2094947,1.0051488,1.0580767,1.0872071,0.9790567,0.91774094,1.125525,0.76986086,0.990068,1.0781202,0.81062627,1.0367408,0.97307396,1.310096,1.3110778,0.75494134,0.7884567,1.0190552,1.0495781,1.1885957,0.94366044,1.2355593,1.2365733,1.1410857,1.1657476,1.1506338,1.2746665,0.94761276,0.83910584,1.2360659,0.91742283,1.1496373,1.1068832,0.8638245,1.1770046,1.1935289,0.9986787,1.0533189,1.1538695,1.2263136,0.7964739,1.0239801,1.0574274,0.8928843,0.84280753,0.79260933,0.8925085,1.0124799,1.0349768,0.9088696,1.112846,1.0615001,1.1906966,1.0316972,1.194285,0.67921954,1.1395962,1.1854194,1.2634425,0.8035126,1.1840729,1.0032995,0.83787715,0.9291792,1.0111818,0.9837391,1.1194448,0.8228588,1.1226169,1.2365661,0.79813844,1.1629663,0.9420627,1.0215135,0.99873495,0.9321755,1.0796791,0.7121066,1.2395757,1.0009625,1.0891675,1.131196,1.0489712,1.0286248,0.8889841,0.70669794,0.71425796,0.0,1.0201032,1.1180929,0.7105441,0.94146556,0.88438237,0.946598,0.9149754,1.2551569,0.98557806,0.9442211,0.62610734,1.0868937,1.181791,1.1103957,0.88266975,0.73637307,1.2745662,0.62450033,0.9102802,0.9000994,0.9061976,1.2351997,0.82821417
slide,0.86868644,1.1497545,0.7928747,0.90855604,0.97746754,1.2496276,1.0402129,0.60710704,0.5040198,1.3316375,0.91442883,0.60346425,0.9304291,0.42260373,0.69062585,0.9006837,1.3588349,1.167428,0.86183167,1.3434696,1.1284945,1.1904945,1.4312692,0.8616437,1.188294,0.84703755,0.99196434,0.9991605,1.0794847,0.7600712,0.7826124,1.0263988,1.025039,1.1408052,1.0761919,0.8148267,1.1618073,1.2810369,0.6434976,1.3833817,0.9969722,1.227481,1.2275884,0.8920604,0.9676142,0.89576614,1.1375463,1.0959841,0.7152644,1.1016945,0.85655767,1.2948632,0.7275336,1.1511859,1.306498,1.2483814,1.464276,0.9331085,0.79958695,1.3573618,1.0244861,0.948753,1.1241653,0.9954585,0.8753474,1.0840371,0.9463181,0.9816003,0.97601026,0.74030393,1.0140642,0.78611696,1.3687332,1.0645709,1.1991787,1.2169697,0.9965402,0.98570603,0.8414443,0.89049697,1.319665,1.2002977,1.2685804,1.2484231,1.3650476,1.0702215,1.0170895,1.0416106,0.6296896,0.6029751,0.8777352,0.724867,1.3208132,1.3168702,1.1265961,0.9557157,0.8650551,1.3294249,1.3657591,1.032522,0.9471611,1.0740534,0.84036905,1.1768951,0.95938236,1.0317755,1.1637663,0.9632449,0.9739274,1.2074891,0.77583104,0.9089567,0.9080053,1.2441828,1.0145141,1.0201032,0.0,1.3701313,0.70660406,0.9856492,1.1602695,1.4187387,1.0727265,1.2427139,0.81099135,0.7305568,0.71712214,1.0260214,1.347456,1.1246244,0.9265358,1.3455274,1.0501852,0.8802053,0.8973467,0.9509592,1.3359692,1.2893792,0.98715514
slipper,1.1589572,0.61547774,1.4734638,0.92509866,0.72461456,0.5882771,0.9981224,1.5013311,1.4956682,0.22150487,1.4058892,1.5272095,1.1437427,1.4785732,1.2136207,1.1646821,0.5196601,0.81642705,1.3205446,0.48090994,0.7976681,0.77831364,0.33311158,1.2280769,0.41117114,1.1856244,1.30213,1.326004,0.82897806,1.4413261,1.1948705,0.8183136,1.0451604,0.9710378,0.76025593,1.3953408,1.1349244,0.22296059,1.5137892,0.45011473,1.1159139,0.7389647,0.7424695,1.3479273,1.186658,1.2688415,0.5593008,0.87883556,1.1710246,0.502558,1.2645056,0.4222846,1.2218585,0.5063901,0.5155183,0.76910836,0.6069329,0.9568298,1.5098339,0.2396648,1.0110219,1.1031166,0.7442219,1.2000213,1.3611135,1.0907012,0.9610323,1.0090458,1.2474563,1.4543362,1.1164411,1.2944634,0.57407653,1.2622883,0.85931087,0.78581846,1.2976632,1.0455456,1.3126533,1.184129,0.53152955,1.082919,0.33198935,0.88590294,0.29192328,0.7903819,0.6603632,1.2617879,1.3714392,1.4871478,1.1896924,1.4150839,0.33394998,0.30863607,0.51353717,0.9818809,1.2436831,0.53468376,0.3986156,1.0625738,1.3089117,0.8637301,1.3569013,0.84587085,1.0309101,1.3609079,0.81535745,1.3478874,1.2803338,0.5411187,1.4518706,0.9834242,1.1755326,1.1421804,0.99183077,1.1180929,1.3701313,0.0,1.2965702,1.1538278,0.46847153,0.3991534,0.8786919,0.40433133,1.3825486,1.515621,1.6052823,0.6249809,0.3493154,0.7027353,1.176535,0.60998124,0.55335426,1.3349466,1.2574458,1.2113565,0.794466,0.14627159,1.2400517
snow,0.98051816,1.2054784,0.8173871,1.1770048,1.1734099,1.2968731,1.0916537,0.53645915,0.6799204,1.1698419,0.7951435,0.7924168,0.87993574,0.77745533,0.9387283,1.0829846,1.176806,1.2027941,1.1296023,1.2828187,0.819646,1.2391146,1.2761161,0.67911714,1.1711792,0.53041476,0.81233466,1.1064368,1.093507,0.73472774,0.82167757,1.2116156,0.9906201,1.0762793,1.1195959,0.7424257,1.2089272,1.1543374,0.77844524,1.1725804,1.0330132,1.2378088,1.3159678,0.60768896,1.120621,1.0514511,1.2255859,1.1342372,0.5808958,1.1431905,0.9744803,1.209224,0.846508,1.0878255,1.1719822,1.0908183,1.2063513,1.12337,0.9754272,1.2066141,1.2428089,0.68141556,1.2461314,1.0004952,1.0903071,1.1751403,1.1959786,1.0955077,0.8709337,0.80467284,1.10361,0.89086694,1.114086,0.9485834,0.87610185,1.0269145,1.0718377,1.0591769,1.0723335,1.0206114,1.2412605,1.1288636,1.090672,1.1081856,1.2143139,1.146521,1.0682465,1.0093799,0.7734016,0.84334946,0.9056647,0.89609444,1.1192575,1.107333,1.1796341,1.0347632,1.0563204,1.1944156,1.2383766,1.1058344,1.0836569,1.1565065,1.0170709,1.132469,0.97958857,0.7597516,1.1784532,0.9598763,1.0455375,1.1730219,0.8112744,1.1768959,0.95302254,1.0921847,0.6191622,0.7105441,0.70660406,1.2965702,0.0,0.97487354,1.0763946,1.2272748,0.8357916,1.2776707,0.98340166,0.766471,0.70617163,1.195318,1.2387364,1.1202195,0.92520523,1.107717,1.3154458,1.1606957,0.6414843,0.8413748,1.038819,1.2613409,0.6711025
sock,1.0601339,1.1089545,0.8508177,0.9518127,1.0328536,1.2599413,0.88278484,0.8990427,0.92557335,1.1161952,0.84739095,0.91265565,1.1279831,0.8334218,1.1855707,0.9391773,1.1333042,0.92445207,0.8887435,1.2654787,0.92838216,0.9483561,1.1892564,1.0974365,1.104709,1.0857123,0.87713575,0.9874057,1.1305902,0.9837054,1.0057032,0.97169906,0.25717264,0.99639,0.6980158,0.85222864,0.8105178,0.95977485,0.9152198,1.095846,1.0256673,1.2737025,1.2809198,1.0339086,0.90516293,0.8698723,1.2018373,1.0596565,1.1185454,1.3119888,1.1069715,1.0897062,1.1874297,1.1231807,1.1080387,1.0317005,0.947156,1.1575845,0.9037607,1.1669228,0.84591305,1.0567521,0.8046301,0.99454635,0.993254,0.9395907,0.96085757,1.206511,0.9130566,0.92147934,1.0442868,0.9071113,1.00154,0.93782574,0.98892426,0.9698054,0.9596458,0.99616617,0.7496612,1.0342246,1.149454,1.0899942,1.141818,0.8916665,1.07702,0.9837179,1.2013949,0.9626317,1.0642995,0.99577844,1.0294114,0.91088843,0.989409,1.0037165,1.2148361,0.840715,0.9790187,1.1256304,1.1872249,1.1411803,0.95871764,1.0309045,0.81456685,0.985382,0.8772048,1.0616343,1.2123958,0.76370305,0.9411241,1.1189767,0.9885408,0.93000865,0.9875515,0.7760905,1.0147458,0.94146556,0.9856492,1.1538278,0.97487354,0.0,1.0327386,1.1187294,0.913687,1.1854215,0.94142,0.99273473,0.9485409,1.0098966,1.1062763,1.1029137,0.6606749,0.8216121,1.0088365,0.9533183,1.0855403,1.1441169,0.9852209,1.1719861,0.90259916
soup,1.0963197,0.79475105,1.318748,1.0397742,0.8691882,0.79451334,0.9354662,1.212075,1.2389393,0.37169468,1.18055,1.3382635,1.2109157,1.3267843,1.099736,1.0384923,0.6842974,0.90415835,1.1111196,0.6822466,0.7388247,0.945863,0.5589142,1.0855227,0.64057946,1.0484957,0.98627454,1.1680003,0.8631005,1.1501403,1.185786,0.96324205,1.0113515,0.81404364,0.93798107,1.1839485,1.0589488,0.36305505,1.2661155,0.57506406,1.1699007,1.0209057,1.1319147,1.0573974,1.1672779,1.2425575,0.6394112,1.0588421,1.1771141,0.8908935,1.1207558,0.7245467,1.0927683,0.65795064,0.7539883,0.90656686,0.64869,1.0215652,1.3514235,0.5989055,1.3229604,0.94194424,0.9514589,1.1217104,1.1945204,1.2473344,1.156547,1.0916204,1.2015269,1.3318535,1.1338279,1.273103,0.75556684,1.043452,0.74178684,0.9068817,1.2257495,1.0777951,1.3599873,1.1826503,0.79219663,1.2226002,0.6303539,0.94586504,0.62452817,0.88715154,0.7206582,1.1217941,1.2737813,1.368154,1.1793886,1.1870393,0.4426456,0.37666333,0.6864148,1.0846486,1.2702246,0.63024795,0.56315696,0.9930168,1.2306406,1.0281891,1.4127258,0.9755298,0.97006834,1.122144,1.0102189,1.2583178,1.3689095,0.7433945,1.2850081,1.2660716,1.2585237,1.0449312,0.7012204,0.88438237,1.1602695,0.46847153,1.0763946,1.0327386,0.0,0.5898528,0.7757716,0.77263665,1.3228856,1.3053987,1.3248926,0.83413345,0.63285804,0.93794614,1.1180958,0.7578745,0.81374913,1.1065812,1.0698333,1.1434448,0.8128083,0.5602809,1.0074292
spoon,1.1341414,0.72613215,1.3746135,0.9642897,0.73177755,0.569304,0.8847021,1.3865741,1.4881113,0.46394706,1.4518272,1.4529498,1.026582,1.4761491,1.1239222,0.976575,0.52925825,0.6632335,1.1328568,0.5130304,0.7758822,0.70788735,0.5687141,1.2292938,0.5712003,1.3189864,1.226824,1.1427765,0.73319596,1.4916091,1.2417125,0.8216715,0.96948856,0.8298453,0.7499805,1.4539354,1.0252372,0.35910368,1.4513452,0.4759397,0.96832967,0.84742224,0.70560944,1.3307619,1.1791588,1.2510988,0.721567,0.8538282,1.2640849,0.7636286,1.3613763,0.5973825,1.1648481,0.6106694,0.5956193,0.88874805,0.33853173,0.92221016,1.2936349,0.5378622,0.88453406,1.0834254,0.6908836,1.3297067,1.191998,1.0183711,1.0510213,1.0028081,1.0162627,1.5092249,1.0225645,1.3906145,0.37600172,1.1252083,0.6846653,0.79300386,1.2257,0.9610437,1.1398158,1.2375228,0.75273734,1.0526026,0.63226295,0.7048806,0.46320635,0.956343,0.90533864,1.2712718,1.3305807,1.4809269,1.3286473,1.282038,0.33418643,0.3146423,0.6338536,1.0324858,1.1709217,0.5824442,0.35085523,0.971707,1.1716424,1.0375732,1.3669245,0.8529022,1.1241863,1.23604,0.6823085,1.3300935,1.2633122,0.3176484,1.5200794,1.0911223,1.3471217,0.94548064,1.1315284,0.946598,1.4187387,0.3991534,1.2272748,1.1187294,0.5898528,0.0,0.8483981,0.5536798,1.2959328,1.5289359,1.5136759,0.7305968,0.5961563,0.7675679,0.8498204,0.5969566,0.62981975,1.0208542,1.1820004,1.2377986,0.71956825,0.5480602,1.1848954
stick,1.080652,1.079021,0.8424278,1.0814302,1.125526,1.0216302,1.1916715,0.9345865,1.0465113,0.8316392,0.9511707,1.1243818,1.0011183,1.0992732,1.1037271,1.2106605,1.1368532,1.193558,1.1603771,1.062909,0.38337457,1.1556213,0.90990216,1.0503157,0.89246774,0.8491236,0.90927243,1.2222047,1.1622484,0.9834851,0.91937965,1.0733384,0.9499018,1.0853328,1.040321,0.96850234,1.0570745,0.8379219,1.0315224,1.057549,1.1326275,1.0826775,1.1637692,0.8508917,1.0596579,1.004953,0.89866996,1.1014129,0.94792306,1.0519284,1.1135067,0.78595567,1.1465644,0.975202,1.0890415,0.8828759,0.7688242,1.1671251,1.1270283,0.86349124,1.0866373,0.886359,1.1112156,1.002345,1.2076852,0.86724305,1.132875,1.0537858,0.83031195,0.9404463,1.1754736,0.89181155,0.9887591,0.94533575,0.87744373,0.95620644,1.0551833,0.98550016,1.0584579,1.1233243,0.8719617,0.9750303,0.9996521,1.1365377,0.8417435,1.055075,1.0243379,0.9729667,1.089256,1.0418782,0.781729,1.1265895,0.8037213,0.72575194,1.0491251,1.0062128,1.2023132,1.0087681,1.1204281,1.1309326,1.1880097,0.940986,1.0634187,1.2376466,1.0597968,0.92205584,1.1583576,1.1100465,0.9119701,0.97272116,0.98125184,1.1482711,0.82084334,0.9330412,0.7871637,0.9149754,1.0727265,0.8786919,0.8357916,0.913687,0.7757716,0.8483981,0.0,1.0463697,1.0986105,0.9426925,1.033164,1.1416601,0.8067262,0.9488132,0.6754809,1.0719433,1.15727,1.1780076,1.0082438,0.96877074,0.7836669,0.8754139,0.9294846
