"","target","min_distance","cleaned_target","object","source","log_prop","in_cdi","num_direct_children","direct_parent","path_1","path_2","path_3","path_4","path_5","path_6"
"588","saucepan.n.01",5,"saucepan","saucepan","vqa",-9.80515781846292,FALSE,0,"pan.n.01","object","utensil","kitchen utensil","pan","saucepan",NA
"589","scale.n.07",3,"scale","scale","vqa",-10.4983049990229,FALSE,0,"device.n.01","object","device","scale",NA,NA,NA
"590","scarf.n.01",3,"scarf","scarf","yoloe",-7.47003734522398,TRUE,0,"clothing.n.01","object","clothing","scarf",NA,NA,NA
"591","scissors.n.01",3,"scissors","scissors","vqa_yoloe",-5.9191893193027,TRUE,0,"tool.n.01","object","tool","scissors",NA,NA,NA
"592","scoter.n.01",4,"scoter","scooter","vqa",-6.52801308547074,FALSE,0,"duck.n.01","object","animal","duck","scoter",NA,NA
"593","screwdriver.n.01",3,"screwdriver","screwdriver","vqa",-10.903770107131,FALSE,0,"tool.n.01","object","tool","screwdriver",NA,NA,NA
"594","seashell.n.01",2,"seashell","seashell","vqa",-10.2106229265711,FALSE,0,"object.n.01","object","seashell",NA,NA,NA,NA
"595","seat.n.03",3,"seat","seat","vqa",-10.903770107131,FALSE,5,"furniture.n.01","object","furniture","seat",NA,NA,NA
"596","seat_belt.n.01",3,"seat belt","seat belt","vqa",-8.33882074966949,FALSE,0,"device.n.01","object","device","seat belt",NA,NA,NA
"597","seat_belt.n.01",3,"seat belt","seatbelt","vqa",-9.11201063790297,FALSE,0,"device.n.01","object","device","seat belt",NA,NA,NA
"598","shark.n.01",4,"shark","shark","vqa",-10.903770107131,FALSE,0,"fish.n.01","object","animal","fish","shark",NA,NA
"599","shed.n.01",3,"shed","shed","vqa",-8.60118501413698,FALSE,0,"building.n.01","object","building","shed",NA,NA,NA
"600","sheep.n.01",3,"sheep","sheep","vqa_yoloe",-8.40598120889796,TRUE,0,"animal.n.01","object","animal","sheep",NA,NA,NA
"601","sheet.n.03",2,"sheet","bed sheet","vqa",-7.62662537413885,FALSE,0,"object.n.01","object","sheet",NA,NA,NA,NA
"602","sheet.n.06",2,"sheet","sheet","vqa",-9.1990220148926,FALSE,5,"object.n.01","object","sheet",NA,NA,NA,NA
"603","shelf.n.01",3,"shelf","shelf","vqa",-3.78453908170236,FALSE,1,"device.n.01","object","device","shelf",NA,NA,NA
"604","shirt.n.01",3,"shirt","shirt","vqa_yoloe",-6.0336345269241,TRUE,0,"clothing.n.01","object","clothing","shirt",NA,NA,NA
"605","shock_absorber.n.01",3,"shock absorber","cushion","vqa",-7.40726254566455,FALSE,0,"device.n.01","object","device","shock absorber",NA,NA,NA
"606","shoe.n.01",3,"shoe","shoe","vqa_yoloe",-4.56187398167759,TRUE,4,"footwear.n.02","object","footwear","shoe",NA,NA,NA
"607","shopping_cart.n.01",4,"shopping cart","shopping cart","vqa",-8.60118501413698,FALSE,0,"handcart.n.01","object","container","handcart","shopping cart",NA,NA
"608","short.n.01",2,"short","short","vqa_yoloe",-7.93006559012615,FALSE,0,"object.n.01","object","short",NA,NA,NA,NA
"609","shoulder.n.02",3,"shoulder","shoulder","yoloe",-13.1754850991992,TRUE,0,"meat.n.01","food","meat","shoulder",NA,NA,NA
"610","shower.n.01",3,"shower","shower","vqa_yoloe",-8.30727718398429,TRUE,0,"fixture.n.01","object","fixture","shower",NA,NA,NA
"611","shower_curtain.n.01",4,"shower curtain","shower curtain","vqa",-8.65247830852453,FALSE,0,"curtain.n.01","object","blind","curtain","shower curtain",NA,NA
"612","shrub.n.01",2,"shrub","bush","vqa",-6.84332709658461,FALSE,4,"object.n.01","object","shrub",NA,NA,NA,NA
"613","sidewalk.n.01",2,"sidewalk","pavement","vqa",-10.903770107131,FALSE,0,"object.n.01","object","sidewalk",NA,NA,NA,NA
"614","sidewalk.n.01",2,"sidewalk","sidewalk","vqa_yoloe",-6.02305196902318,TRUE,0,"object.n.01","object","sidewalk",NA,NA,NA,NA
"615","signboard.n.01",2,"signboard","sign","vqa",-8.60118501413698,FALSE,0,"object.n.01","object","signboard",NA,NA,NA,NA
"616","signboard.n.01",2,"signboard","signboard","vqa",-9.98747937525687,FALSE,0,"object.n.01","object","signboard",NA,NA,NA,NA
"617","silverware.n.01",3,"silverware","silverware","vqa",-9.65100713863566,FALSE,0,"tableware.n.01","object","tableware","silverware",NA,NA,NA
"618","sink.n.01",3,"sink","sink","vqa_yoloe",-3.72666644950837,TRUE,1,"fixture.n.01","object","fixture","sink",NA,NA,NA
"619","skateboard.n.01",3,"skateboard","skateboard","vqa",-7.90803783357704,FALSE,0,"container.n.01","object","container","skateboard",NA,NA,NA
"620","skeleton.n.04",2,"skeleton","skeleton","vqa",-7.95933112796459,FALSE,0,"object.n.01","object","skeleton",NA,NA,NA,NA
"621","sky.n.01",1,"sky","sky","vqa_yoloe",-5.59066435811935,TRUE,0,"entity.n.01","sky",NA,NA,NA,NA,NA
"622","sled.n.01",3,"sled","sled","yoloe",-4.65689288686929,TRUE,0,"conveyance.n.03","object","conveyance","sled",NA,NA,NA
"623","slide.n.01",3,"slide","slide","vqa_yoloe",-5.85712879090627,TRUE,0,"sheet.n.06","object","sheet","slide",NA,NA,NA
"624","slide.n.04",3,"slide","playground slide","vqa",-10.903770107131,FALSE,0,"plaything.n.01","object","plaything","slide",NA,NA,NA
"625","slide_fastener.n.01",3,"slide fastener","zipper","yoloe",-10.1309626614758,TRUE,0,"device.n.01","object","device","slide fastener",NA,NA,NA
"626","slipper.n.01",3,"slipper","slipper","vqa_yoloe",-5.01847192978586,TRUE,0,"footwear.n.02","object","footwear","slipper",NA,NA,NA
"627","smasher.n.02",5,"smasher","peach","vqa",-10.2106229265711,FALSE,0,"woman.n.01","object","person","adult","woman","smasher",NA
"628","snake.n.01",3,"snake","snake","vqa",-9.80515781846292,FALSE,0,"animal.n.01","object","animal","snake",NA,NA,NA
"629","snow.n.02",2,"snow","snow","vqa_yoloe",-7.95389850940721,TRUE,0,"object.n.01","object","snow",NA,NA,NA,NA
"630","snow_bunting.n.01",3,"snow bunting","snowflake","vqa",-10.903770107131,FALSE,0,"animal.n.01","object","animal","snow bunting",NA,NA,NA
"631","snowman.n.01",2,"snowman","snowman","vqa_yoloe",-6.93932449814768,TRUE,0,"object.n.01","object","snowman",NA,NA,NA,NA
"632","snowsuit.n.01",3,"snowsuit","snowsuit","yoloe",-9.64423458928888,TRUE,0,"clothing.n.01","object","clothing","snowsuit",NA,NA,NA
"633","soap.n.01",1,"soap","soap","vqa_yoloe",-7.16120179232654,TRUE,0,"entity.n.01","soap",NA,NA,NA,NA,NA
"634","soap_dish.n.01",3,"soap dish","soap dish","vqa",-10.903770107131,FALSE,0,"fixture.n.01","object","fixture","soap dish",NA,NA,NA
"635","soap_dispenser.n.01",3,"soap dispenser","soap dispenser","vqa",-6.66966360253377,FALSE,0,"container.n.01","object","container","soap dispenser",NA,NA,NA
"636","soccer_ball.n.01",3,"soccer ball","soccer ball","vqa",-7.93335564156133,FALSE,0,"ball.n.01","object","ball","soccer ball",NA,NA,NA
"637","sock.n.01",4,"sock","sock","vqa_yoloe",-6.33709669361799,TRUE,0,"hosiery.n.01","object","clothing","hosiery","sock",NA,NA
"638","sofa.n.01",4,"sofa","couch","vqa_yoloe",-2.06594296743277,TRUE,1,"seat.n.03","object","furniture","seat","sofa",NA,NA
"639","sofa.n.01",4,"sofa","sofa","vqa",-3.76371333904992,TRUE,1,"seat.n.03","object","furniture","seat","sofa",NA,NA
"640","soup.n.01",2,"soup","soup","vqa_yoloe",-7.96355260426164,TRUE,0,"dish.n.02","dish","soup",NA,NA,NA,NA
"641","soup_bowl.n.01",4,"soup bowl","soup bowl","vqa",-8.82432856545119,FALSE,0,"bowl.n.03","object","container","bowl","soup bowl",NA,NA
"642","soupspoon.n.01",4,"soupspoon","soup spoon","vqa",-10.2106229265711,FALSE,0,"spoon.n.01","object","tableware","spoon","soupspoon",NA,NA
"643","spatula.n.01",4,"spatula","spatula","vqa",-8.07055676307481,FALSE,0,"kitchen_utensil.n.01","object","utensil","kitchen utensil","spatula",NA,NA
"644","speaker.n.01",3,"speaker","speaker","vqa",-6.79289624295772,FALSE,0,"person.n.01","object","person","speaker",NA,NA,NA
"645","spider.n.03",5,"spider","spider","vqa",-10.903770107131,FALSE,0,"pan.n.01","object","utensil","kitchen utensil","pan","spider",NA
"646","spit.n.01",3,"spit","tongue","yoloe",-9.29049076615901,TRUE,0,"land.n.04","object","land","spit",NA,NA,NA
"647","sponge.n.01",1,"sponge","sponge","vqa",-6.80942554490893,FALSE,0,"entity.n.01","sponge",NA,NA,NA,NA,NA
"648","spoon.n.01",3,"spoon","spoon","vqa_yoloe",-3.61159001624846,TRUE,1,"tableware.n.01","object","tableware","spoon",NA,NA,NA
"649","sport.n.03",3,"sport","sport",NA,NA,NA,0,"person.n.01","object","person","sport",NA,NA,NA
"650","sports_equipment.n.01",2,"sports equipment","sports equipment",NA,NA,NA,6,"object.n.01","object","sports equipment",NA,NA,NA,NA
"651","spray.n.03",3,"spray","spray","vqa",-10.903770107131,FALSE,0,"decoration.n.01","object","decoration","spray",NA,NA,NA
"652","sprinkler.n.01",3,"sprinkler","sprinkler","yoloe",-7.00031107002245,TRUE,0,"device.n.01","object","device","sprinkler",NA,NA,NA
"653","squirrel.n.01",3,"squirrel","squirrel","yoloe",-5.97967281806025,TRUE,0,"animal.n.01","object","animal","squirrel",NA,NA,NA
"654","stairway.n.01",2,"stairway","staircase","vqa",-7.36281078309371,FALSE,1,"object.n.01","object","stairway",NA,NA,NA,NA
"655","star.n.01",2,"star","star","vqa_yoloe",-7.55570555709205,TRUE,0,"object.n.01","object","star",NA,NA,NA,NA
"656","starfish.n.01",3,"starfish","starfish","vqa",-9.51747574601114,FALSE,0,"animal.n.01","object","animal","starfish",NA,NA,NA
"657","steering_wheel.n.01",4,"steering wheel","steering wheel","vqa",-9.39969271035475,FALSE,0,"control.n.09","object","device","control","steering wheel",NA,NA
"658","step.n.04",3,"step","stair","vqa_yoloe",-4.87461952700262,FALSE,0,"device.n.01","object","device","step",NA,NA,NA
"659","stick.n.01",2,"stick","stick","vqa_yoloe",-8.42037918271795,TRUE,2,"object.n.01","object","stick",NA,NA,NA,NA
"660","stocking.n.01",4,"stocking","stocking","vqa",-8.10040972622449,FALSE,1,"hosiery.n.01","object","clothing","hosiery","stocking",NA,NA
"661","stomach.n.01",2,"stomach","tummy","yoloe",-8.24823141404203,TRUE,0,"body_part.n.01","body part","stomach",NA,NA,NA,NA
"662","stone_wall.n.01",3,"stone wall","stone wall","vqa",-10.4983049990229,FALSE,0,"fence.n.01","object","fence","stone wall",NA,NA,NA
"663","stool.n.01",4,"stool","stool","vqa",-5.31652144873078,FALSE,1,"seat.n.03","object","furniture","seat","stool",NA,NA
"664","stove.n.02",4,"stove","stove","vqa_yoloe",-4.59380182652558,TRUE,0,"heater.n.01","object","device","heater","stove",NA,NA
"665","strap.n.04",3,"strap","strap","vqa",-10.4983049990229,FALSE,0,"device.n.01","object","device","strap",NA,NA,NA
"666","straw.n.04",3,"straw","straw","vqa",-8.95785995807572,FALSE,0,"tube.n.01","object","tube","straw",NA,NA,NA
"667","strawberry.n.02",2,"strawberry","strawberry","vqa_yoloe",-7.63345396381177,TRUE,0,"object.n.01","object","strawberry",NA,NA,NA,NA
"668","street.n.01",3,"street","street","vqa_yoloe",-7.71604346924614,TRUE,0,"road.n.01","object","road","street",NA,NA,NA
"669","streetcar.n.01",3,"streetcar","trolley","vqa",-10.2106229265711,FALSE,0,"container.n.01","object","container","streetcar",NA,NA,NA
"670","sunglass.n.01",3,"sunglass","sunglass","vqa",-8.88886708658876,FALSE,0,"device.n.01","object","device","sunglass",NA,NA,NA
"671","surface.n.01",2,"surface","surface","vqa",-10.4983049990229,FALSE,7,"object.n.01","object","surface",NA,NA,NA,NA
"672","sushi.n.01",2,"sushi","sushi","vqa",-10.903770107131,FALSE,0,"dish.n.02","dish","sushi",NA,NA,NA,NA
"673","swab.n.02",2,"swab","mop","vqa_yoloe",-7.6715234870918,TRUE,0,"object.n.01","object","swab",NA,NA,NA,NA
"674","swan.n.01",3,"swan","swan","vqa",-9.80515781846292,FALSE,0,"animal.n.01","object","animal","swan",NA,NA,NA
"675","sweater.n.01",3,"sweater","sweater","vqa_yoloe",-7.70800055606491,TRUE,1,"clothing.n.01","object","clothing","sweater",NA,NA,NA
"676","swing.n.02",3,"swing","swing","vqa_yoloe",-8.0819535185336,TRUE,0,"device.n.01","object","device","swing",NA,NA,NA
"677","switch.n.01",4,"switch","switch","vqa",-6.65527486508167,FALSE,1,"control.n.09","object","device","control","switch",NA,NA
"678","switchboard.n.01",2,"switchboard","switchboard","vqa",-10.4983049990229,FALSE,0,"object.n.01","object","switchboard",NA,NA,NA,NA
"679","table.n.02",3,"table","table","vqa_yoloe",-1.413293824955,TRUE,6,"furniture.n.01","object","furniture","table",NA,NA,NA
"680","table_lamp.n.01",3,"table lamp","table lamp","vqa",-6.24033101301896,FALSE,0,"furniture.n.01","object","furniture","table lamp",NA,NA,NA
"681","table_mat.n.01",3,"table mat","table mat","vqa",-9.03196793022944,FALSE,0,"pad.n.04","object","pad","table mat",NA,NA,NA
"682","tablecloth.n.01",2,"tablecloth","tablecloth","vqa",-6.16319528413673,FALSE,0,"object.n.01","object","tablecloth",NA,NA,NA,NA
"683","tablet.n.03",3,"tablet","tablet","vqa",-5.87660551108356,FALSE,0,"block.n.01","object","block","tablet",NA,NA,NA
"684","tableware.n.01",2,"tableware","tableware","vqa",-8.60118501413698,FALSE,7,"object.n.01","object","tableware",NA,NA,NA,NA
"685","tail.n.05",3,"tail","shadow","vqa",-8.26471277751577,FALSE,0,"person.n.01","object","person","tail",NA,NA,NA
"686","tall_mallow.n.01",3,"tall mallow","cheese","vqa_yoloe",-9.64276645689879,TRUE,0,"shrub.n.01","object","shrub","tall mallow",NA,NA,NA
"687","tambourine.n.01",5,"tambourine","tambourine","vqa",-9.51747574601114,FALSE,0,"drum.n.01","object","device","musical instrument","drum","tambourine",NA
"688","tap.n.04",4,"tap","tap","vqa",-7.15426603120066,FALSE,0,"plate.n.02","object","sheet","plate","tap",NA,NA
"689","tape.n.04",3,"tape","tape","vqa_yoloe",-7.42671763175285,TRUE,0,"device.n.01","object","device","tape",NA,NA,NA
"690","teapot.n.01",5,"teapot","teapot","vqa",-10.2106229265711,FALSE,0,"pot.n.01","object","utensil","kitchen utensil","pot","teapot",NA
"691","teddy.n.01",3,"teddy","teddy bear","vqa_yoloe",-3.6368878211228,FALSE,0,"plaything.n.01","object","plaything","teddy",NA,NA,NA
"692","telephone.n.01",3,"telephone","telephone","vqa_yoloe",-6.63930268826083,TRUE,0,"electronic_equipment.n.01","object","electronic equipment","telephone",NA,NA,NA
"693","telephone_cord.n.01",5,"telephone cord","telephone cord","vqa",-10.903770107131,FALSE,0,"telephone_wire.n.01","object","device","wire","telephone wire","telephone cord",NA
"694","telephone_pole.n.01",3,"telephone pole","telephone pole","vqa",-10.4983049990229,FALSE,0,"device.n.01","object","device","telephone pole",NA,NA,NA
"695","telephone_receiver.n.01",4,"telephone receiver","telephone receiver","vqa",-10.903770107131,FALSE,0,"earphone.n.01","object","device","earphone","telephone receiver",NA,NA
"696","telephone_wire.n.01",4,"telephone wire","telephone line","vqa",-10.903770107131,FALSE,1,"wire.n.02","object","device","wire","telephone wire",NA,NA
"697","telephone_wire.n.01",4,"telephone wire","telephone wire","vqa",-10.903770107131,FALSE,1,"wire.n.02","object","device","wire","telephone wire",NA,NA
"698","television.n.01",2,"television","tv","vqa_yoloe",-2.07745564235593,TRUE,0,"object.n.01","object","television",NA,NA,NA,NA
"699","television.n.02",2,"television","television","vqa",-6.44942281087752,FALSE,0,"object.n.01","object","television",NA,NA,NA,NA
"700","tennis_ball.n.01",3,"tennis ball","tennis ball","vqa",-9.03196793022944,FALSE,0,"ball.n.01","object","ball","tennis ball",NA,NA,NA
"701","tennis_racket.n.01",3,"tennis racket","tennis racket","vqa",-9.98747937525687,FALSE,0,"racket.n.04","object","racket","tennis racket",NA,NA,NA
"702","tennis_racket.n.01",3,"tennis racket","tennis racquet","vqa",-6.62710398811497,FALSE,0,"racket.n.04","object","racket","tennis racket",NA,NA,NA
"703","tent.n.01",2,"tent","tent","vqa",-6.30361246296648,FALSE,0,"object.n.01","object","tent",NA,NA,NA,NA
"704","thread.n.01",3,"thread","yarn","vqa",-10.903770107131,FALSE,0,"cord.n.01","object","cord","thread",NA,NA,NA
"705","tiger.n.01",3,"tiger","tiger","vqa_yoloe",-8.01443537663162,TRUE,0,"person.n.01","object","person","tiger",NA,NA,NA
"706","tile.n.01",3,"tile","tile","vqa",-9.51747574601114,FALSE,0,"block.n.01","object","block","tile",NA,NA,NA
"707","tire.n.01",3,"tire","tire","vqa",-9.65100713863566,FALSE,0,"hoop.n.02","object","hoop","tire",NA,NA,NA
"708","tissue.n.01",2,"tissue","tissue","vqa_yoloe",-6.77020204123403,FALSE,1,"body_part.n.01","body part","tissue",NA,NA,NA,NA
"709","tissue.n.02",2,"tissue","tissue paper","vqa",-8.13118138489125,FALSE,1,"paper.n.01","paper","tissue",NA,NA,NA,NA
"710","toast.n.01",3,"toast","toast","yoloe",-11.3563266557831,TRUE,0,"bread.n.01","food","bread","toast",NA,NA,NA
"711","toaster.n.01",3,"toaster","toaster","vqa",-7.72571627678308,FALSE,0,"person.n.01","object","person","toaster",NA,NA,NA
"712","toaster_oven.n.01",3,"toaster oven","toaster oven","vqa",-7.95933112796459,FALSE,0,"home_appliance.n.01","object","home appliance","toaster oven",NA,NA,NA
"713","toddler.n.01",4,"toddler","toddler","vqa",-8.07055676307481,FALSE,0,"child.n.01","object","person","child","toddler",NA,NA
"714","toe.n.01",2,"toe","toe","yoloe",-4.09085913320572,TRUE,0,"body_part.n.01","body part","toe",NA,NA,NA,NA
"715","toilet.n.01",3,"toilet","bathroom","vqa_yoloe",-6.08691021020605,TRUE,1,"room.n.01","object","room","toilet",NA,NA,NA
"716","toilet.n.01",3,"toilet","can","vqa_yoloe",-4.73236718922977,TRUE,1,"room.n.01","object","room","toilet",NA,NA,NA
"717","toilet.n.01",3,"toilet","toilet","vqa",-5.75918684052503,FALSE,1,"room.n.01","object","room","toilet",NA,NA,NA
"718","toilet.n.02",3,"toilet","potty","vqa_yoloe",-7.32736565220569,TRUE,0,"fixture.n.01","object","fixture","toilet",NA,NA,NA
"719","toilet_seat.n.01",4,"toilet seat","toilet seat","vqa",-9.98747937525687,FALSE,0,"seat.n.03","object","furniture","seat","toilet seat",NA,NA
"720","toilet_tissue.n.01",3,"toilet tissue","toilet paper","vqa",-6.59970501392686,FALSE,0,"tissue.n.02","paper","tissue","toilet tissue",NA,NA,NA
"721","tomato.n.01",3,"tomato","tomato","vqa",-8.26471277751577,FALSE,0,"vegetable.n.01","food","vegetable","tomato",NA,NA,NA
"722","tomato_sauce.n.01",2,"tomato sauce","tomato sauce","vqa",-10.903770107131,FALSE,0,"sauce.n.01","sauce","tomato sauce",NA,NA,NA,NA
"723","tool.n.01",2,"tool","tool",NA,NA,NA,5,"object.n.01","object","tool",NA,NA,NA,NA
"724","toolbox.n.01",4,"toolbox","toolbox","vqa",-10.2106229265711,FALSE,0,"box.n.01","object","container","box","toolbox",NA,NA
"725","tooth.n.01",3,"tooth","tooth","yoloe",-7.10397784441772,TRUE,0,"tissue.n.01","body part","tissue","tooth",NA,NA,NA
"726","toothbrush.n.01",3,"toothbrush","toothbrush","vqa_yoloe",-5.82997060408204,TRUE,0,"brush.n.02","object","brush","toothbrush",NA,NA,NA
"727","toothpaste.n.01",1,"toothpaste","toothpaste","vqa",-8.16293008320583,FALSE,0,"entity.n.01","toothpaste",NA,NA,NA,NA,NA
"728","towel.n.01",3,"towel","towel","vqa_yoloe",-3.83864502702092,TRUE,1,"fabric.n.01","object","fabric","towel",NA,NA,NA
"729","towel_rack.n.01",3,"towel rack","towel rack","vqa",-7.27942917415466,FALSE,0,"rack.n.01","object","rack","towel rack",NA,NA,NA
"730","toy_box.n.01",4,"toy box","toy box","vqa",-5.19334308975616,FALSE,0,"box.n.01","object","container","box","toy box",NA,NA
"731","toy_box.n.01",4,"toy box","toy chest","vqa",-10.903770107131,FALSE,0,"box.n.01","object","container","box","toy box",NA,NA
"732","toy_dog.n.01",4,"toy dog","toy dog","vqa",-7.20246813301854,FALSE,0,"dog.n.01","object","animal","dog","toy dog",NA,NA
"733","tractor.n.02",4,"tractor","tractor","yoloe",-7.77807683000697,TRUE,0,"truck.n.01","object","container","truck","tractor",NA,NA
"734","train.n.01",3,"train","train","vqa_yoloe",-6.26816585760155,TRUE,0,"conveyance.n.03","object","conveyance","train",NA,NA,NA
"735","train_set.n.01",3,"train set","train set","vqa",-10.2106229265711,FALSE,0,"plaything.n.01","object","plaything","train set",NA,NA,NA
"736","trampoline.n.01",3,"trampoline","trampoline","vqa",-8.30108042168665,FALSE,0,"sports_equipment.n.01","object","sports equipment","trampoline",NA,NA,NA
"737","tray.n.01",3,"tray","tray","vqa_yoloe",-5.58557250844735,TRUE,0,"container.n.01","object","container","tray",NA,NA,NA
"738","treadmill.n.02",4,"treadmill","treadmill","vqa",-8.88886708658876,FALSE,0,"machine.n.01","object","device","machine","treadmill",NA,NA
"739","tree.n.01",2,"tree","tree","vqa_yoloe",-4.63184327698263,TRUE,8,"object.n.01","object","tree",NA,NA,NA,NA
"740","triangle.n.04",3,"triangle","triangle","vqa",-9.80515781846292,FALSE,0,"device.n.01","object","device","triangle",NA,NA,NA
"741","tricycle.n.01",3,"tricycle","tricycle","vqa_yoloe",-9.23795356449792,TRUE,0,"container.n.01","object","container","tricycle",NA,NA,NA
"742","tripod.n.01",3,"tripod","tripod","vqa",-10.2106229265711,FALSE,1,"device.n.01","object","device","tripod",NA,NA,NA
"743","trouser.n.01",3,"trouser","pant","vqa_yoloe",-7.31439153500551,FALSE,2,"clothing.n.01","object","clothing","trouser",NA,NA,NA
"744","truck.n.01",3,"truck","truck","vqa_yoloe",-7.80583625773368,TRUE,2,"container.n.01","object","container","truck",NA,NA,NA
"745","trunk.n.01",2,"trunk","tree trunk","vqa",-10.903770107131,FALSE,0,"object.n.01","object","trunk",NA,NA,NA,NA
"746","tube.n.01",2,"tube","tube","vqa",-8.16293008320583,FALSE,4,"object.n.01","object","tube",NA,NA,NA,NA
"747","tugboat.n.01",3,"tugboat","tower","vqa",-10.903770107131,FALSE,0,"conveyance.n.03","object","conveyance","tugboat",NA,NA,NA
"748","tuna.n.01",3,"tuna","tuna","yoloe",-13.1754850991992,TRUE,0,"cactus.n.01","object","cactus","tuna",NA,NA,NA
"749","tunnel.n.01",2,"tunnel","tunnel","vqa",-9.65100713863566,FALSE,0,"object.n.01","object","tunnel",NA,NA,NA,NA
"750","turkey.n.01",3,"turkey","turkey","yoloe",-7.73595756409968,TRUE,0,"animal.n.01","object","animal","turkey",NA,NA,NA
"751","turtleneck.n.01",4,"turtleneck","turtle","vqa_yoloe",-10.6612074205293,TRUE,0,"sweater.n.01","object","clothing","sweater","turtleneck",NA,NA
"752","uke.n.01",5,"uke","ukulele","vqa",-8.41886345734303,FALSE,0,"guitar.n.01","object","device","musical instrument","guitar","uke",NA
"753","umbrella.n.01",2,"umbrella","umbrella","vqa",-6.07146434855919,FALSE,0,"object.n.01","object","umbrella",NA,NA,NA,NA
"754","unicorn.n.01",1,"unicorn","unicorn","vqa",-10.903770107131,FALSE,0,"entity.n.01","unicorn",NA,NA,NA,NA,NA
"755","utensil.n.01",2,"utensil","utensil","vqa",-9.29433219469693,FALSE,1,"object.n.01","object","utensil",NA,NA,NA,NA
"756","vacuum.n.04",3,"vacuum","vacuum","vqa_yoloe",-4.45373623841749,TRUE,0,"home_appliance.n.01","object","home appliance","vacuum",NA,NA,NA
"757","vacuum.n.04",3,"vacuum","vacuum cleaner","vqa",-10.903770107131,FALSE,0,"home_appliance.n.01","object","home appliance","vacuum",NA,NA,NA
"758","vagina.n.01",2,"vagina","vagina","yoloe",-11.4707370069608,FALSE,0,"body_part.n.01","body part","vagina",NA,NA,NA,NA
"759","van.n.03",3,"van","van","vqa",-10.4983049990229,FALSE,0,"container.n.01","object","container","van",NA,NA,NA
"760","vanilla.n.01",3,"vanilla","vanilla","yoloe",-8.16263004836467,TRUE,0,"flower.n.01","object","flower","vanilla",NA,NA,NA
"761","vase.n.01",4,"vase","vase","vqa",-5.8008595369256,FALSE,0,"jar.n.01","object","container","jar","vase",NA,NA
"762","vegetable.n.01",2,"vegetable","vegetable","vqa",-9.03196793022944,FALSE,5,"food.n.02","food","vegetable",NA,NA,NA,NA
"763","violin.n.01",5,"violin","violin","vqa",-10.2106229265711,FALSE,0,"bowed_stringed_instrument.n.01","object","device","musical instrument","bowed stringed_instrument","violin",NA
"764","vitamin.n.01",1,"vitamin","vitamin","yoloe",-10.8241098420358,FALSE,0,"entity.n.01","vitamin",NA,NA,NA,NA,NA
"765","walker.n.04",4,"walker","walker","vqa_yoloe",-7.28578046758717,TRUE,0,"shoe.n.01","object","footwear","shoe","walker",NA,NA
"766","wall.n.07",3,"wall","wall","vqa",-2.04383863751493,FALSE,0,"fence.n.01","object","fence","wall",NA,NA,NA
"767","wall_clock.n.01",4,"wall clock","wall clock","vqa",-4.52195408972493,FALSE,0,"clock.n.01","object","device","clock","wall clock",NA,NA
"768","wall_socket.n.01",2,"wall socket","wall socket","vqa",-9.03196793022944,FALSE,0,"object.n.01","object","wall socket",NA,NA,NA,NA
"769","wallet.n.01",4,"wallet","wallet","vqa",-9.65100713863566,FALSE,0,"case.n.05","object","container","case","wallet",NA,NA
"770","wardrobe.n.01",3,"wardrobe","wardrobe","vqa",-7.85924766940761,FALSE,0,"furniture.n.01","object","furniture","wardrobe",NA,NA,NA
"771","washer.n.01",3,"washer","washer","vqa",-10.2106229265711,FALSE,0,"person.n.01","object","person","washer",NA,NA,NA
"772","washer.n.03",3,"washer","washing machine","vqa",-6.27390730855257,TRUE,0,"home_appliance.n.01","object","home appliance","washer",NA,NA,NA
"773","watch.n.01",3,"watch","watch","yoloe",-3.45092487038905,TRUE,0,"device.n.01","object","device","watch",NA,NA,NA
"774","water_bottle.n.01",4,"water bottle","water bottle","vqa",-5.2373434190186,FALSE,0,"bottle.n.01","object","container","bottle","water bottle",NA,NA
"775","water_clock.n.01",4,"water clock","water glass","vqa",-9.39969271035475,FALSE,0,"clock.n.01","object","device","clock","water clock",NA,NA
"776","water_closet.n.01",4,"water closet","closet","vqa_yoloe",-8.58450152357477,TRUE,0,"toilet.n.01","object","room","toilet","water closet",NA,NA
"777","water_faucet.n.01",3,"water faucet","water tap","vqa",-8.37804146282277,FALSE,0,"fixture.n.01","object","fixture","water faucet",NA,NA,NA
"778","water_jug.n.01",4,"water jug","water jug","vqa",-9.65100713863566,FALSE,0,"bottle.n.01","object","container","bottle","water jug",NA,NA
"779","water_pistol.n.01",3,"water pistol","water gun","vqa",-8.76370394363476,FALSE,0,"plaything.n.01","object","plaything","water pistol",NA,NA,NA
"780","water_pump.n.01",3,"water pump","water pump","vqa",-9.39969271035475,FALSE,0,"device.n.01","object","device","water pump",NA,NA,NA
"781","water_table.n.01",2,"water table","water table","vqa",-9.65100713863566,FALSE,0,"object.n.01","object","water table",NA,NA,NA,NA
"782","watering_can.n.01",3,"watering can","watering can","vqa",-8.26471277751577,FALSE,0,"container.n.01","object","container","watering can",NA,NA,NA
"783","watermelon.n.01",3,"watermelon","watermelon","vqa",-7.79025479792065,FALSE,0,"melon.n.02","object","melon","watermelon",NA,NA,NA
"784","weapon.n.01",3,"weapon","arm","yoloe",-6.27929645658857,TRUE,3,"device.n.01","object","device","weapon",NA,NA,NA
