,penguin,duck,bird,owl,butterfly,fish,frog,rooster,pig,alligator,bear,deer,elephant,giraffe,zebra,pony,horse,dog,cat,toe,foot,ankle,finger,hand,arm,leg,hair,ear,eye,face,nose,mouth,tooth,shower,bathtub,sink,refrigerator,oven,couch,bed,closet,drawer,door,window,stroller,crib,bench,table,chair,lamp,car,motorcycle,tricycle,boat,helicopter,firetruck,truck,snow,tree,grass,sprinkler,hose,slide,swing,ladder,chips,cracker,cookie,muffin,pastry,bread,toast,sandwich,hamburger,meat,pasta,pizza,sauce,soup,applesauce,raisin,pickle,milk,egg,corn,carrot,potato,banana,orange,strawberry,melon,apple,pumpkin,flower,plant,glasses,book,pen,pencil,crayon,spoon,fork,knife,scissors,toothbrush,comb,vacuum,mop,broom,shovel,nail,stick,rock,coffee,cup,bowl,dish,plate,glass,jar,bottle,bucket,can,basket,tray,box,paper,napkin,towel,blanket,pillow,gum,soap,tape,ball,balloon,dress,pajamas,shirt,jacket,coat,sweater,scarf,pants,shorts,jeans,glove,mitten,sock,slipper,shoe,toy,doll,necklace,bib,purse,belt,hat,watch,clock,radio,cloud,game
gum,-0.081456095,-0.13496485,-0.1517567,-0.16914877,-0.04098845,-0.14515382,-0.05893141,-0.12992631,-0.11236778,-0.09134993,-0.09913647,-0.121332034,-0.054798596,-0.041089453,-0.068383664,-0.08661337,-0.13177322,-0.06444653,-0.08384088,-0.047739387,-0.048247553,-0.052452415,0.110902205,0.042830523,-0.030090798,-0.11734496,-0.11146011,-0.06789483,-0.05410198,-0.008928753,0.048535578,0.0805724,0.18420905,-0.11309634,-0.09078823,-0.07416631,-0.051591065,-0.17919023,-0.089545175,-0.13175917,-0.12093629,-0.032039262,-0.024901241,-0.047131762,-0.14727756,-0.09744419,-0.07893767,-0.07351308,-0.065267436,-0.08375444,-0.05806094,-0.15080486,-0.12107302,-0.099874586,-0.07759449,-0.10338825,-0.051163778,0.035620596,-0.072582304,0.051004283,-0.09840336,0.015257152,0.06899668,0.016772354,-0.015988285,0.12345383,0.3626272,0.10184596,0.0016582697,0.07843168,0.0072552487,0.117560215,-0.010109992,-0.048813596,0.024739202,0.07571941,0.045225907,-0.028899517,-0.12045352,0.060865916,0.13509998,0.14116661,0.23362347,0.10161849,0.0120756235,0.0077851973,-0.0066583296,0.026555598,0.018134158,0.007246189,0.09155836,-0.06456081,-0.07875508,-0.09363021,-0.021592796,-0.02904033,-0.02353939,0.08009446,0.17928897,0.20177901,0.04719191,-0.03262274,-0.021735705,0.016998777,0.15302621,0.17787248,-0.19287562,-0.019156193,-0.023403393,-0.080156565,0.22790724,0.16976184,0.16357642,0.010571588,0.009445944,0.06359277,-0.004076615,0.032802284,0.11868721,0.05743486,0.15309334,0.06479598,0.061589926,-0.101599015,0.029189311,0.11663823,0.287122,0.32679904,0.14666113,0.024048699,0.03566555,1.0000002,0.51442784,0.35391617,0.14084266,0.06769602,-0.087085254,-0.13078639,-0.052862294,-0.075459436,-0.13969836,-0.081651,-0.09182579,-0.1078518,-0.06782252,-0.09347376,-0.013005328,0.06537549,0.032443654,0.03600793,-0.043211956,0.06920475,-0.05261041,0.045757838,0.10737391,-0.040021725,0.0041722506,-0.051131353,-0.1434541,-0.11888074,-0.058103442,-0.012807321,0.023609094
soap,-0.036973562,-0.09355284,-0.15172437,-0.15970433,-0.11255629,-0.18469962,-0.054827474,-0.1469132,-0.087167755,-0.119314104,-0.10848537,-0.101185486,-0.055889413,-0.053953767,-0.121809006,-0.12529166,-0.1760355,-0.08376237,-0.053778537,0.033450868,0.045121435,0.027882736,0.11664552,0.10904066,-0.01401785,-0.024209121,-0.010940393,-0.056268733,-0.13796873,-0.039724533,0.053066492,0.06692171,0.10385636,0.21300796,0.33759874,0.31807888,-0.031558365,-0.06089503,-0.008934396,0.026482074,-0.021392945,0.0113763865,-0.053634286,-0.05204173,-0.1552296,-0.014082212,-0.09735393,-0.052831814,-0.04303029,0.03757122,-0.015075648,-0.14316334,-0.10049613,-0.12789716,-0.17502153,-0.09806205,-0.033447746,0.01682937,-0.12320566,-0.042856894,0.042441044,-0.023503559,0.007929979,-0.08403525,-0.09547387,0.021621887,0.17176744,0.039447386,-0.007481382,0.0018142629,0.072203085,0.067346714,-0.035131436,-0.03173839,-0.005341493,-0.001846705,-0.007898488,0.005034145,-0.00056922156,0.1801417,0.065959595,0.06902944,0.3903836,0.19525918,-0.054105993,-0.056530364,-0.014874915,0.02915705,0.037893813,-0.005346653,0.17351353,-0.04754089,-0.05184643,-0.18030594,-0.15400405,-0.13644147,-0.059959814,-0.044541065,-0.08065411,-0.027091764,0.050699294,-0.09269811,-0.007319783,-0.00804716,0.22583601,0.12483558,-0.019291384,0.07606143,0.03465288,-0.062176637,-0.04536251,-0.07161681,0.0642878,0.012129897,0.11852329,0.15722805,0.08373563,0.1253429,0.18007414,0.16395018,0.1290399,0.13303639,-0.052256446,-0.050046816,0.083808854,-0.027160456,0.063587785,0.123972505,0.31991827,0.058067396,0.11895348,0.51442784,1.0,0.3576465,0.17120075,0.0071017463,-0.1304034,-0.16351505,-0.050503235,-0.098033756,-0.14098133,-0.063597396,-0.110722646,-0.23273635,-0.14921686,-0.13772327,-0.038302038,0.026448943,0.022838019,0.14054272,-0.07552234,0.07162034,-0.09032534,-0.049983956,0.037257772,-0.03296545,-0.051659435,-0.01411245,-0.1287592,-0.1332215,-0.09273509,-0.027125522,0.0058639417
tape,-0.027149199,-0.0580782,-0.022212356,-0.115930185,-0.1128938,-0.102569245,-0.034357175,-0.062575564,-0.07855724,-0.11759415,-0.099324726,-0.07446129,-0.050122432,-0.05311932,-0.051762767,-0.06756618,-0.07905507,-0.03029283,-0.07457628,-0.02970501,-0.10528261,-0.04216275,0.022425205,-0.054138847,-0.046754763,-0.08949149,-0.124855846,0.00036393292,-0.011307644,-0.015138676,-0.0501273,-0.017012369,0.044847194,-0.021121524,0.016658798,0.03901566,-0.10015939,-0.103440434,-0.10218777,-0.07664217,-0.09844576,0.0240912,-0.06900217,-0.012937691,-0.07706961,0.0016713111,-0.065282926,0.016923182,0.0012297425,0.14954087,0.007817948,-0.089315504,-0.00073745474,-0.08461464,0.022855552,-0.034218453,0.010223895,-0.07552215,-0.13198695,-0.100565955,0.011481542,0.2425652,0.043721683,0.053897716,-0.024663363,-0.06934351,-0.023802824,-0.101099305,-0.07422559,-0.031839825,-0.11125398,-0.09512682,-0.088890694,-0.096989855,-0.06397194,-0.0464388,-0.08812572,-0.07759815,-0.07302344,0.030682612,-0.07565951,0.029562252,0.06822585,0.008460125,-0.13953057,-0.13980527,-0.16959517,-0.00026528258,-0.06786011,-0.09451758,0.08130443,-0.094857976,-0.10455331,-0.14674003,-0.12480354,0.04542949,-0.00609687,0.10056535,0.14394753,0.057283606,0.1123618,-0.050906476,0.035442635,0.17463204,0.13706219,0.13351014,-0.0016971235,-0.016545454,-0.03340769,0.0049501844,0.117350616,-0.057907425,-0.08470563,-0.08146302,0.17077824,0.21237357,0.15108687,0.18597609,0.15501559,0.20354405,0.07676543,0.19700375,0.31766638,0.040711075,0.15625748,0.13640644,0.19023755,0.13141665,-0.0001230815,-0.019407652,0.07685604,0.35391617,0.3576465,0.99999964,0.15530509,0.06350587,0.027111934,-0.09055505,-0.037762575,-0.08694462,-0.098665684,-0.0680799,-0.025375325,-0.06055899,-0.04609385,-0.09628788,0.024934404,0.0023491764,0.03628894,0.029245231,-0.039904967,0.14465003,-0.046953514,0.1049266,0.1703786,-0.034085307,0.22031014,0.057107314,0.09988303,0.045130502,0.06868967,-0.12529683,0.090900555
ball,-0.036505487,0.010940663,0.0030787773,-0.01780453,-0.008076366,-0.06500653,-0.08275897,0.033493605,-0.08082694,0.0077563226,-0.049073473,-0.027324248,-0.066324115,-0.004902551,-0.0051736534,-0.038384322,-0.07148385,0.051930428,-0.0054080216,0.023506679,0.061771654,0.10120605,0.084063046,0.08739121,0.10018021,0.06628844,0.018360458,-0.080924116,0.023655275,0.03970247,0.046860553,0.10644302,-0.022704309,-0.10059499,-0.055301145,-0.11938506,-0.12093648,-0.19911626,-0.005576743,-0.0813832,-0.13080725,-0.10302603,0.014480406,-0.062069893,-0.038746744,-0.096343584,-0.01961655,-0.010560497,-0.048894174,0.15127233,0.0259298,-0.021938786,0.11655792,-0.015940236,-0.014338441,-0.09716881,-0.038112763,0.034102328,0.022116074,0.13378802,0.07857658,0.09464987,0.12228873,0.19232108,0.06332087,-0.05640713,-0.083498955,-0.0668115,-0.07598905,-0.03355687,-0.10998307,-0.14966094,-0.11701869,-0.0036691222,-0.077176034,-0.13206686,0.028244695,-0.116819754,-0.15104398,-0.0665739,-0.02903169,-0.057047796,0.028772898,0.26171532,-0.06985496,-0.080934495,0.06309032,-0.01511583,0.06887738,0.08074072,0.10640277,0.10983759,0.025004022,0.04767043,-0.046312496,-0.0030675437,0.054752022,0.08110456,0.06922197,0.14471015,-0.117643625,-0.16160485,-0.12500203,-0.13289633,-0.103822626,-0.028915865,-0.034403488,0.048502967,0.046788264,0.049473614,0.021241806,0.05576965,0.17503653,-0.035415545,-0.042516544,0.115055956,-0.054694936,0.0006330556,0.07274733,-0.0080941,0.092150524,0.11610843,-0.011243541,0.026710114,-0.013167046,0.058717594,0.063933685,-0.08510181,-0.0560049,-0.10179502,0.0314113,0.14084266,0.17120075,0.15530509,1.0,0.38417,-0.08514267,-0.14500225,-0.058302023,-0.07794312,-0.1381545,-0.06983243,-0.06555021,-0.11493455,-0.07090935,-0.11746791,-0.009388501,-0.058722813,-0.0119146975,-0.076520346,0.092388116,0.08761922,-0.058409955,-0.009618353,-0.07805993,-0.0494685,-0.02588102,0.04532195,0.0025793314,-0.008617646,-0.047359683,0.05839829,0.13050543
balloon,0.026679028,-0.025627475,-0.03750597,-0.0233973,0.041306745,0.014660891,-0.09031522,-0.051041447,-0.05818847,-0.029338801,-0.016346283,-0.09375816,0.0011813347,0.025686348,0.024228826,-0.048646152,-0.053691372,0.022155672,-0.0044588856,0.03191533,0.00022832584,0.029905375,0.05636765,0.04652668,0.042891774,0.033389587,0.104618475,0.022242615,0.025018219,0.03576301,0.06312606,0.083764575,0.06212479,-0.004087478,-0.03148485,-0.05563674,-0.051205494,-0.13276711,-0.0061230166,-0.05469714,-0.05206437,-0.094112664,0.04664553,0.02025811,-0.024229655,0.023349335,-0.10709047,-0.07588686,-0.09683319,0.07449193,-0.038854018,-0.04926482,-0.010549884,-0.0059638293,0.07209526,-0.028205192,-0.069338,0.016019477,0.033264786,-0.045102052,0.03007721,0.08268185,0.056740955,0.09667451,0.12879682,-0.04545757,-0.06774469,-0.012954165,0.0050466694,-0.01646867,-0.12523821,-0.120404735,-0.14386737,-0.057539575,-0.09584168,-0.024794756,-0.018375607,-0.08702035,-0.095577784,-0.09690316,-0.05301393,-0.018399132,-0.027294798,0.10596359,-0.042233437,-0.064863354,0.01254005,0.07723144,0.041954573,0.04111232,0.0030564386,0.05911606,0.08912624,0.084654555,-0.052576922,-0.024177736,0.01915107,0.054598793,0.06682313,0.15316771,-0.020880902,-0.07126269,-0.17447795,0.016291153,0.014123857,-0.080618635,-0.07865421,0.045655414,0.006913208,-0.0067483773,0.007171613,0.008805733,0.0762756,-0.064614706,-0.05403976,-0.054141007,-0.020289581,-0.01635451,0.012235969,0.0044500222,0.054638736,0.08424494,-0.0012386162,-0.012146871,-0.113946036,0.10422322,0.09810272,-0.017206,-0.085826516,-0.053791646,-0.016723743,0.06769602,0.0071017463,0.06350587,0.38417,1.0000002,0.06257518,-0.075176634,-0.007894028,0.00014408305,-0.013082888,-0.071950875,-0.028677618,-0.06696194,-0.07435768,-0.085167214,-0.04342113,-0.07042408,-0.087380864,-0.11411774,0.034183096,0.046020016,-0.025881438,0.10961703,0.014859751,-0.02108527,-0.06759276,0.04655545,0.0151564535,-0.00871579,-0.09009053,0.19288975,0.07064699
dress,-0.046894837,-0.07774852,0.00605412,-0.11022374,-0.042668488,-0.02616919,-0.038650174,-0.1257153,-0.07125722,-0.08676176,-0.07081039,-0.034612782,-0.06426686,-0.06577308,-0.11859027,-0.06779339,0.022265088,-0.036029026,-0.02949451,0.04876185,-0.091690056,-0.076095976,-0.11567951,-0.10789763,-0.077879906,0.1315697,0.18277316,-0.02727789,-0.036645636,-0.031647965,-0.1338984,-0.11147304,-0.05806148,0.07340027,0.06852365,-0.0138210505,0.054187097,-0.015126396,0.16921039,0.17004679,0.19289123,-0.005399164,0.0004793713,0.016919509,0.14344351,0.14012188,-0.007900471,0.18475045,0.17707461,0.13624406,0.020903967,0.087363034,0.05044631,0.028209234,0.0143240765,0.004852711,0.051452428,-0.02684709,-0.06306473,-0.19775802,-0.13880362,0.010564292,0.0055136885,-0.014115341,-0.042110786,-0.123855844,-0.1534029,-0.1610469,-0.10576902,-0.03957321,-0.12446047,-0.17535162,0.0037381444,-0.03403006,-0.06446709,0.0024052756,-0.010190584,0.09109305,-0.019397665,-0.14955565,-0.11058403,-0.12341665,-0.12007635,-0.20472243,-0.1722691,-0.2145481,-0.20436524,-0.19335368,-0.1215169,-0.12260601,-0.12667018,-0.18140456,-0.0651171,-0.06409366,-0.14689799,0.018182814,-0.106588684,-0.05409757,-0.11752724,-0.08073941,-0.11387715,-0.1274594,-0.05635254,-0.10720027,-0.06975905,-0.02501899,0.015737608,-0.1468835,-0.086012095,-0.21088147,-0.1205543,-0.17364988,-0.19160593,-0.12056134,0.019439176,0.033314098,0.094130345,-0.0011388324,-0.06754094,0.027103888,0.0726863,-0.12986559,-0.10767493,0.05874717,0.0033400487,-0.04307698,-0.07124636,0.009587664,0.026422452,0.2830877,0.121277064,-0.087085254,-0.1304034,0.027111934,-0.08514267,0.06257518,1.0,0.4967659,0.3464997,0.42391425,0.42561096,0.35557985,0.32700717,0.311484,0.29165238,0.27798927,0.108005926,0.05616704,0.08795132,0.08884161,0.1571565,0.06375287,0.35460216,0.356207,0.23249166,0.33119977,0.118606776,0.18278994,0.077419005,0.0499639,0.02650274,-0.14072202,0.005522575
pajamas,-0.11855002,-0.10052921,-0.11093269,-0.065804616,-0.09312384,-0.13647604,-0.09386955,-0.10572037,-0.07356946,-0.10291697,-0.07333731,-0.11648006,-0.020864569,-0.045143917,-0.0520678,-0.049867716,-0.058619097,-0.039774414,-0.07768762,0.07367306,-0.04472492,-0.03977847,-0.12870589,-0.11599766,-0.087717175,0.040890295,0.0791929,-0.04329243,-0.036652334,-0.05294594,-0.114648625,-0.12798777,-0.09309323,0.09027524,0.04192592,-0.0042958707,-0.017628899,-0.055535097,0.1378878,0.3065439,0.23725314,0.005169431,-0.028672945,0.0114064915,0.13977957,0.24821475,-0.012130135,0.0824313,0.061266206,0.034281395,-0.06188456,-0.014463722,0.024121532,-0.061661866,-0.011458576,0.09913094,-0.016771939,-0.07598668,-0.09993735,-0.102232024,-0.1100884,-0.04634998,-0.07502793,-0.039722946,-0.045654945,-0.20132083,-0.1446519,-0.045687295,-0.008711135,-0.033186775,-0.17817876,-0.11548585,-0.043433096,-0.015553441,-0.07817178,-0.11009325,-0.08874357,0.0074283783,-0.07346274,-0.105581015,-0.074627034,-0.14264205,-0.10565579,-0.17644711,-0.16987942,-0.18281765,-0.16829973,-0.19122113,-0.12152007,-0.056899905,-0.18925625,-0.18564132,-0.11174402,-0.08811562,-0.097105056,0.12902927,-0.15310414,-0.074594595,-0.11809619,-0.06142907,-0.027529785,-0.10906118,-0.07347751,-0.0711147,-0.015993899,-0.023034055,-0.03903272,-0.14093216,-0.09386906,-0.1570999,-0.097830586,-0.14056394,-0.1953184,-0.032403782,0.099400446,-0.021543248,0.09520577,-0.04371244,-0.009501075,0.025230356,-0.09513241,-0.10676369,-0.05300844,0.10825027,0.026631175,-0.08136036,-0.12715164,0.13808334,0.24357045,0.4607172,0.24912974,-0.13078639,-0.16351505,-0.09055505,-0.14500225,-0.075176634,0.4967659,1.0,0.5849525,0.4712457,0.4264801,0.42516524,0.29943234,0.49917355,0.44289368,0.36920846,0.13622811,0.1933606,0.25299466,0.31457907,0.16437364,0.040074464,0.24159092,0.20612125,0.3149069,0.22230081,0.21502256,0.16496438,0.086502075,0.030181566,-0.0443771,-0.09981617,0.019600902
shirt,-0.10221175,-0.048969872,-0.14271714,-0.09049264,-0.0949782,-0.03507292,-0.09544206,-0.10547933,-0.039690025,-0.02963308,-0.0822494,-0.09522136,-0.046828188,-0.050270855,-0.03371276,-0.05547248,-0.04213825,-0.07970409,-0.026573272,-0.097477354,-0.12845796,-0.087961465,-0.045238055,-0.03064295,-0.04671476,-0.102132864,0.076703,0.00085681735,-0.07219209,-0.083634324,-0.06715068,-0.028912827,-0.05300226,0.039059147,-0.0027912632,-0.018545792,-0.057519145,-0.09694468,0.13329414,0.13402273,0.20096643,-0.026388358,-0.030678248,-0.052319437,0.090862736,0.058910616,-0.037137024,0.07167694,0.06084005,0.0907139,-0.0038839914,0.020321341,0.0069329925,-0.023676626,-0.0116237495,0.028051496,0.016881961,-0.026439833,-0.0115451105,-0.09607452,-0.07570894,-0.020933002,-0.027594201,-0.03357,-0.0522044,-0.1118969,-0.16433203,-0.14479008,-0.13735704,-0.117030784,-0.18164286,-0.1550093,-0.090444684,-0.042690262,-0.094958834,-0.10001877,-0.041012846,-0.011385855,-0.13463132,-0.15272631,-0.10900225,-0.10428515,-0.10391507,-0.13587487,-0.17872879,-0.24072435,-0.10993607,-0.15374601,-0.08987503,-0.17466909,-0.1257798,-0.11893314,-0.13139635,-0.09828155,-0.09368306,0.14540635,-0.090635985,0.026149843,-0.077320375,-0.07448509,-0.08843018,-0.07583977,0.015929174,-0.025142733,-0.019214414,0.020747283,-0.063058645,-0.10430812,-0.09883438,-0.10807411,-0.07915584,-0.103255436,-0.052278236,-0.1064792,-0.02994413,-0.033648975,-0.0033484425,0.0077808686,0.019965433,-0.0106599815,0.04534041,-0.074974604,-0.075786896,0.032539457,0.06861772,0.0075369813,0.06814194,0.22780992,0.19558886,0.23842627,0.113810055,-0.052862294,-0.050503235,-0.037762575,-0.058302023,-0.007894028,0.3464997,0.5849525,1.0,0.6824229,0.44799173,0.4073614,0.18684478,0.43263158,0.38817635,0.38784558,0.18185668,0.04620449,0.09971003,0.2118623,0.26649487,0.016474165,0.04314491,0.18375713,0.15422231,0.26063684,0.3062426,0.37675107,0.21278623,0.026403023,-0.014497258,-0.054214012,0.009109549
jacket,-0.07250805,-0.06939208,-0.11963308,-0.11972208,-0.087083995,-0.022686036,-0.0702607,-0.17931132,-0.12564175,-0.07494718,-0.07122785,-0.093381636,-0.048602544,-0.10230797,-0.075108916,-0.06921028,0.004945401,-0.052463535,-0.07089112,-0.12975034,-0.18841705,-0.15211318,-0.07874369,-0.06845237,-0.11439952,-0.03357375,0.12471315,0.023492085,-0.04191365,-0.05540724,-0.082892254,-0.04902424,-0.026989918,0.048625335,0.005006168,-0.03688817,-0.02910585,-0.044117764,0.19293416,0.11365349,0.20529905,-0.0007938538,-0.03065671,-0.017172944,0.18129128,0.07084575,-0.030600628,0.10243028,0.1334489,0.097851396,0.022707712,0.22893904,0.10205215,0.016146038,0.041807592,-0.02080122,0.009806998,-0.0022912838,-0.0807045,-0.17858571,-0.12998442,0.026481278,-0.03548021,-0.07231228,-0.05930569,-0.13899733,-0.1560975,-0.11582238,-0.13515587,-0.046427168,-0.12793854,-0.15485758,-0.04832576,-0.03891615,-0.12630427,-0.086070836,0.0058615273,0.04949518,-0.05862995,-0.12756458,-0.15509576,-0.14393754,-0.13532692,-0.19818422,-0.22541115,-0.24355096,-0.14617594,-0.1725946,-0.13608558,-0.13243382,-0.16585839,-0.12103976,-0.115656115,-0.10710746,-0.09462491,0.16064148,-0.1334803,0.046985365,-0.059482865,-0.032643255,-0.1378127,-0.10886949,0.027711624,-0.045335248,-0.07264989,-0.027414635,-0.02412029,-0.14327222,-0.1455073,-0.12043624,-0.079785325,-0.11706656,-0.100230046,-0.11478216,-0.08556609,-0.061475605,-0.057727482,-0.07787395,-0.05056902,-0.029442031,0.03705344,-0.07342581,-0.12816395,0.04683161,0.058385253,0.00044231117,-0.0060127415,0.06333426,0.12032481,0.27456933,0.1089256,-0.075459436,-0.098033756,-0.08694462,-0.07794312,0.00014408305,0.42391425,0.4712457,0.6824229,1.0,0.61307895,0.43855038,0.31966895,0.47721195,0.4161784,0.38599473,0.34011626,0.05982431,0.02555988,0.21609765,0.26380214,0.02956706,0.0856535,0.20854625,0.1487082,0.43363592,0.27185768,0.33904362,0.25265187,0.059406776,0.024519572,-0.07756539,0.0019681547
coat,-0.0038703203,-0.07795768,-0.068807304,-0.053806204,-0.13530298,-0.035685234,0.00021816231,-0.13619539,-0.0769159,-0.036963217,-0.050841246,0.015554723,-0.021333624,-0.053306326,-0.0776742,-0.04289031,0.038496725,0.066282704,0.021572914,-0.0057165334,-0.058399685,-0.028209448,-0.033252534,-0.03043849,0.03180215,0.18709281,0.19086534,0.06084543,0.10255721,0.045435883,0.010110777,0.0023066578,-0.0010920037,-0.024228455,-0.015666284,-0.080913745,-0.04129012,-0.0459976,0.15162103,0.09096697,0.16322944,-0.013865047,0.04604869,-0.014646856,0.08119343,0.035386544,-0.021519907,0.016558062,0.024270302,-0.022736745,-0.03753081,0.08309829,-0.0010995949,0.015222993,0.0152095705,0.0017316602,0.0062534,0.038071804,0.0016408674,-0.09576312,-0.11597799,-0.044151302,-0.063832164,-0.0743116,-0.026893673,-0.14920196,-0.13279754,-0.058640085,-0.08737197,-0.07337682,-0.12113248,-0.1466151,-0.022507174,-0.022335585,-0.080941066,-0.08235792,-0.044606525,0.0152731715,-0.024918657,-0.08665576,-0.17842919,-0.10465902,-0.17020568,-0.15534377,-0.17972162,-0.1544945,-0.10740398,-0.12005342,-0.09623791,-0.13720873,-0.13473135,-0.06656347,-0.073300116,-0.07911138,-0.077952035,0.13685465,-0.048180766,0.0012552077,-0.13323663,-0.065373376,-0.16915008,-0.1979719,-0.033191536,-0.06743543,-0.111874886,-0.1194278,0.01783919,-0.08170205,-0.11433685,-0.13922821,-0.117129065,-0.079936184,-0.16869572,-0.08614367,-0.06783748,-0.09767519,-0.06942282,-0.149154,-0.16170788,-0.07636321,-0.11724412,-0.106966905,-0.13837224,-0.008017904,-0.0050845826,-0.02631782,-0.039846078,-0.031832222,0.052588157,0.23388934,0.007412984,-0.13969836,-0.14098133,-0.098665684,-0.1381545,-0.013082888,0.42561096,0.4264801,0.44799173,0.61307895,1.0,0.52993107,0.45041144,0.5050757,0.38207906,0.35746962,0.19727287,0.019773405,0.051934835,0.17375113,0.12529936,-0.036846075,0.13582578,0.10506245,0.061563957,0.3338844,0.21312526,0.32058263,0.15894492,0.029942311,0.012690272,0.02147599,0.008039467
sweater,-0.04484489,-0.035779893,-0.0871287,-0.06271285,-0.1249336,-0.0004279185,-0.0916512,-0.09644165,-0.06541446,-0.044475053,-0.057206534,-0.070478044,-0.06836765,-0.0823991,-0.06612806,-0.012597983,-0.016687842,0.034403272,0.040705748,0.025119115,-0.062170915,-0.004781157,-0.022282394,-0.025659937,0.060260657,0.14501932,0.21752074,0.036812503,0.06869551,0.07025887,0.018294094,0.060057294,-0.034783445,-0.065748364,-0.013013742,-0.05330482,-0.16098993,-0.12280378,0.13698602,0.0431104,0.049051296,-0.07387282,-0.0071716197,-0.07027478,0.008934243,-0.010896484,-0.015018623,0.019399062,0.015034335,0.022346336,0.061338693,-0.016406793,-0.026258497,-0.01867878,-0.080183856,-0.004382739,-0.039267853,0.057187483,-0.09691772,-0.17457259,-0.093511365,-0.004701823,-0.10491428,-0.065577015,-0.09893751,-0.12909316,-0.08624459,-0.01740839,-0.03239017,-0.061697397,-0.06982165,-0.13475347,-0.009797604,-0.009126252,-0.10798654,-0.05300796,-0.0487618,0.0035592206,0.07568294,-0.03073378,-0.15113355,-0.13605604,-0.03428392,-0.12685809,-0.06789181,-0.15425318,-0.13017148,-0.15320724,-0.16319694,-0.100438565,-0.08500632,-0.20616892,-0.0439562,-0.041288942,-0.13560969,0.10418366,-0.10874945,-0.038669396,-0.10251898,-0.058896247,-0.1715861,-0.19282284,-0.100327946,-0.14967526,-0.08408956,-0.034632467,-0.07903178,-0.08947477,-0.10680502,-0.18456973,-0.16471383,-0.12674221,-0.12898558,-0.0008472977,0.04589686,0.029192332,-0.037643354,-0.043122914,-0.043773733,-0.055622566,-0.099474944,-0.16836545,-0.18861273,0.085704416,0.0016487148,-0.113189355,-0.099338375,0.026853723,0.137465,0.40432787,0.096444935,-0.081651,-0.063597396,-0.0680799,-0.06983243,-0.071950875,0.35557985,0.42516524,0.4073614,0.43855038,0.52993107,1.0000002,0.6077577,0.4824276,0.39746147,0.38374025,0.1563676,0.3026045,0.341512,0.17874697,0.07249682,-0.0047750957,0.1259017,0.19251746,0.16348374,0.2457618,0.22505458,0.22945821,0.09224405,-0.11511929,-0.036380406,-0.05304288,-0.02831234
scarf,-0.014202926,-0.04072752,-0.052498776,-0.07537435,-0.1219892,-0.025003262,-0.092968866,-0.12496221,-0.10619879,-0.12157209,-0.12410447,-0.0877569,-0.11560102,-0.09713351,-0.09412718,-0.08873422,-0.028649256,0.07278843,0.0027403468,0.00055964664,-0.08148765,-0.040264092,-0.103428125,-0.08146551,-0.0131107075,0.04533057,0.19699717,0.067537256,0.045224197,0.042931184,0.0137325935,0.03252079,-0.06788755,-0.078443564,-0.049413644,-0.0358413,-0.12527893,0.00085196295,0.0838165,0.011187147,0.028433517,-0.055440664,-0.034320366,0.0062460722,0.017622994,-0.0011668475,0.05316946,0.026254524,-0.002199797,0.04312168,-0.00395895,0.03717877,-0.08221364,-0.06173119,-0.082950965,-0.017317118,-0.053731248,0.05016563,-0.120471805,-0.13111827,-0.033820592,0.11615121,-0.06579092,-0.021711368,-0.13279006,-0.0700966,-0.11242904,-0.055063084,-0.06908488,-0.0009273095,-0.0055148327,-0.19480902,-0.049339645,0.003430372,-0.0739723,-0.05320749,-0.07840464,0.02571046,0.10970414,-0.052925956,-0.065059334,-0.12550509,-0.12500748,-0.16258538,-0.050757732,-0.115078576,-0.122075856,-0.18855083,-0.15047714,-0.13427229,-0.08592205,-0.16694497,-0.0026708513,-0.017409448,-0.15629426,0.13418865,-0.078351595,-0.08177723,-0.091721326,-0.029693324,-0.14243832,-0.1507164,-0.053846717,-0.07625733,-0.080496356,-0.0028257305,-0.037729368,-0.09337191,-0.11437899,-0.18299238,-0.114646845,-0.16432375,-0.14879468,0.04776522,0.14683214,0.08395548,0.013327822,-0.019076116,-0.052809753,-0.06703046,-0.056220237,-0.18892437,-0.13289505,0.12676066,0.032821137,-0.09384413,-0.13856572,0.13929893,0.20148325,0.5317782,0.19917205,-0.09182579,-0.110722646,-0.025375325,-0.06555021,-0.028677618,0.32700717,0.29943234,0.18684478,0.31966895,0.45041144,0.6077577,1.0,0.32156867,0.22083664,0.23525739,0.24047406,0.3942083,0.3645961,0.15736273,0.0028824732,-0.019427322,0.1515918,0.29637706,0.21393636,0.29788455,0.17243704,0.23111583,0.07441109,-0.057327766,0.004104712,-0.049393095,-0.010390072
